user_id,current_mrr_net,prev_mrr_net,mrr_status,current_plan_type_finance
39923685,0.0,1012.95,churn,
81977374,0.0,456.0,churn,
55441217,0.0,783.0,churn,
35720205,0.0,1577.6,churn,
22201683,0.0,456.0,churn,
38072365,0.0,672.0,churn,
1664189,0.0,504.05,churn,
1352645,0.0,976.65,churn,
21674275,0.0,2000.0,churn,
40493861,0.0,672.0,churn,
59848365,0.0,2580.0,churn,
32205790,0.0,525.0,churn,
54789245,0.0,593.0,churn,
80125062,0.0,1149.0,churn,
70014205,0.0,640.0,churn,
22161659,0.0,571.2,churn,
66026137,0.0,260.0,payg_last,
175282753,0.0,1043.8,churn,
219332978,0.0,402.0,churn,
8562693,0.0,1048.9,churn,
222516170,0.0,450.0,churn,
209954862,0.0,900.0,churn,
192460618,0.0,1600.0,churn,
225416078,0.0,1126.25,churn,
33185594,0.0,810.0,churn,
97183997,0.0,2550.0,churn,
10027875,0.0,1600.0,churn,
197207846,0.0,810.0,churn,
126848406,0.0,955.0,churn,
67765601,0.0,748.0,churn,
88348161,0.0,1950.0,churn,
189797782,0.0,815.0,churn,
67065765,0.0,1325.0,churn,
172400681,0.0,829.0,churn,
34003141,0.0,569.0,churn,
145748122,0.0,766.0,churn,
117961526,0.0,465.0,churn,
208787902,0.0,1370.0,churn,
78089190,0.0,2535.0,churn,
128981594,0.0,535.0,churn,
141489901,0.0,535.0,churn,
42996909,0.0,76.5,churn,
116621834,0.0,230.0,churn,
130704750,0.0,10.0,churn,
12340539,0.0,20.0,churn,
3835142,0.0,303.34000000000003,churn,
212582958,0.0,40.0,churn,
154906906,0.0,20.0,churn,
188039778,0.0,45.0,churn,
210426450,0.0,90.0,churn,
85248121,0.0,20.0,churn,
135839150,0.0,730.0,churn,
68954457,0.0,452.0,churn,
156140958,0.0,620.0,churn,
151156138,0.0,340.0,churn,
240127506,0.0,630.0,churn,
212671574,0.0,376.0,churn,
109030698,0.0,166.5,churn,
248498270,0.0,450.0,churn,
58863121,0.0,930.0,churn,
177045913,0.0,1582.0,churn,
250027803,0.0,450.0,churn,
133993466,0.0,340.0,churn,
157165110,0.0,450.0,churn,
248495271,0.0,535.5,churn,
176364021,0.0,1080.0,churn,
96529869,0.0,70.0,nrr,
129964510,0.0,450.0,churn,
89638449,0.0,450.0,churn,
168383526,0.0,450.0,churn,
221874170,0.0,452.0,churn,
177383125,0.0,429.0,churn,
201964298,0.0,630.0,churn,
35754717,0.0,800.0,churn,
11224467,0.0,980.0,churn,
55991649,0.0,641.95,churn,
2927378,0.0,20.0,churn,
35398601,0.0,40.0,churn,
8903129,0.0,160.0,churn,
149481562,0.0,40.0,churn,
193613922,0.0,0.0,churn,
59859509,0.0,140.0,churn,
50382165,0.0,100.0,churn,
21213220,0.0,200.0,churn,
199688174,0.0,40.0,churn,
111105430,0.0,20.0,churn,
4558830,0.0,1248.0,churn,
138176041,0.0,10.0,churn,
253437195,0.0,4.67,churn,
140542057,0.0,385.0,churn,
158243214,0.0,110.0,churn,
66404753,0.0,2529.0,churn,
4969998,0.0,504.05,churn,
52014885,0.0,546.0,churn,
23530015,0.0,1053.15,churn,
109802862,0.0,672.0,churn,
41338457,0.0,2330.0,churn,
24951139,0.0,1053.15,churn,
66009461,0.0,783.0,churn,
2989790,0.0,1443.0,churn,
100176866,0.0,473.0,churn,
84706541,0.0,672.0,churn,
93879633,0.0,456.0,churn,
33023506,0.0,783.0,churn,
15354119,0.0,640.0,churn,
96227041,0.0,855.0,churn,
7423517,0.0,672.0,churn,
4300442,0.0,726.75,churn,
59753969,0.0,473.0,churn,
98166069,0.0,672.0,churn,
32789834,0.0,1532.0,churn,
21559411,0.0,672.0,churn,
16924499,0.0,672.0,churn,
4730870,0.0,665.55,churn,
15951703,0.0,2040.0,churn,
29040563,0.0,640.0,churn,
36586473,0.0,1171.3,churn,
24053367,0.0,727.0,churn,
5835330,0.0,884.95,churn,
88262669,0.0,1609.0,churn,
19218695,0.0,1348.0,churn,
82236194,0.0,17.0,churn,
91896597,0.0,283.9,churn,
49530173,0.0,593.0,churn,
92665661,0.0,2199.0,churn,
4940658,0.0,473.0,churn,
66783397,0.0,520.0,payg_last,
72404254,0.0,900.0,churn,
197013138,0.0,1800.0,churn,
200150930,0.0,1600.0,churn,
230296630,0.0,535.0,churn,
12412583,0.0,506.0,churn,
180597150,0.0,1600.0,churn,
193688342,0.0,535.0,churn,
187020334,0.0,685.0,churn,
248993100,0.0,1150.0,churn,
97136745,0.0,1600.0,churn,
170200413,0.0,2500.0,churn,
51890805,0.0,465.0,churn,
22734995,0.0,936.0,churn,
131624906,0.0,599.0,churn,
234602018,0.0,1925.0,churn,
68049849,0.0,1950.0,churn,
3506722,0.0,900.0,churn,
184756902,0.0,1325.0,churn,
203137318,0.0,599.52,churn,
229462406,0.0,1150.0,churn,
237334830,0.0,90.0,churn,
247015859,0.0,65.0,churn,
161312242,0.0,90.0,churn,
213178702,0.0,20.0,churn,
250566543,0.0,20.0,churn,
44363245,0.0,210.0,churn,
145366142,0.0,20.0,churn,
157057730,0.0,145.0,churn,
55671333,0.0,14.75,churn,
205294834,0.0,450.0,churn,
156952902,0.0,945.36,churn,
235336922,0.0,800.0,churn,
137485857,0.0,536.0,churn,
151440242,0.0,980.0,churn,
219120378,0.0,410.0,churn,
177226629,0.0,492.0,churn,
131742890,0.0,450.0,churn,
187331846,0.0,618.0,churn,
222231378,0.0,450.0,churn,
8821549,0.0,452.0,churn,
53801757,0.0,630.0,churn,
34454337,0.0,450.0,churn,
224882554,0.0,230.0,churn,
131939750,0.0,450.0,churn,
116987782,0.0,40.0,churn,
154720274,0.0,504.0,churn,
38644837,0.0,576.0,churn,
13184367,0.0,630.0,churn,
182715354,0.0,20.0,churn,
54483749,0.0,640.0,churn,
114994318,0.0,800.0,churn,
91270033,0.0,20.0,churn,
202674542,0.0,10.0,churn,
56203721,0.0,360.0,nrr,
50001589,0.0,20.0,nrr,
25512583,0.0,299.9,nrr,
54739001,0.0,17.0,churn,
33152770,0.0,17.0,churn,
127604866,0.0,20.0,churn,
178424906,0.0,20.0,churn,
102340090,0.0,170.0,churn,
183869042,0.0,20.0,churn,
110434482,0.0,17.0,churn,
6719294,0.0,40.0,churn,
17047191,0.0,20.0,churn,
215507654,0.0,25.0,churn,
96142309,0.0,138.0,churn,
127687670,0.0,594.0,churn,
25252279,0.0,780.0,payg_last,
102231694,0.0,280.0,churn,
152820646,0.0,535.0,churn,
213210566,0.0,663.0,churn,
