user_id,email_creates_30d,email_publishes_30d,email_tests_30d,total_builder_events_30d
64081781,345,311,9,665
48433805,1,0,0,1
123132486,6,3,0,9
59550549,7,6,0,13
46770109,2,2,0,4
123391226,2,1,0,3
54906269,1,1,0,2
79358542,2,2,0,4
127928534,4,2,0,6
90475517,2,0,0,2
56287841,1,2,0,3
62412177,1,1,0,2
116152830,3,0,0,3
56043361,1,1,0,2
79460190,2,2,0,4
99318493,33,8,2,43
93668769,1,1,0,2
76116990,0,1,0,1
49503741,1,1,0,2
90230421,36,28,1,65
51550433,13,7,1,21
84066873,38,12,1,51
70359693,22,13,1,36
88981749,4,4,0,8
45536129,3,2,0,5
100831726,6,4,0,10
123505318,3,2,0,5
126872106,3,2,0,5
84074749,4,3,0,7
87075833,2,2,0,4
121737278,3,3,0,6
81084434,10,2,3,15
86179353,4,3,0,7
55904045,4,2,0,6
89869213,6,2,0,8
68459953,3,2,0,5
92825261,2,2,0,4
106223610,3,2,0,5
127783378,6,4,0,10
120959162,5,2,0,7
111247510,4,2,0,6
65841077,13,2,4,19
69771193,40,3,16,59
101939458,3,2,0,5
87643497,5,3,0,8
101729146,3,4,0,7
96813565,4,4,0,8
103374938,7,5,0,12
77785846,14,11,0,25
97494293,5,5,0,10
62073021,4,3,0,7
77212162,3,3,0,6
103717886,4,5,0,9
84834049,4,2,0,6
76820050,7,4,0,11
78797950,3,3,0,6
89947785,14,4,0,18
123412290,6,6,0,12
107237678,7,4,0,11
68954457,4,4,0,8
128785046,4,3,0,7
118069154,8,4,0,12
62009401,9,4,0,13
51340441,4,5,0,9
73769154,6,5,0,11
46609097,5,5,0,10
108530250,4,5,0,9
129050314,7,9,0,16
124765198,8,6,0,14
77174446,4,3,0,7
100427582,5,5,0,10
105215750,6,6,0,12
109059670,4,8,0,12
100886874,4,4,0,8
53406569,7,4,0,11
89110225,3,5,0,8
114643762,7,5,0,12
69088373,8,5,0,13
92801257,4,4,0,8
45293701,5,4,0,9
61442177,4,4,0,8
102970694,5,5,0,10
111138682,7,7,0,14
54672545,6,5,0,11
47972821,15,11,4,30
111595718,5,4,0,9
60682961,5,6,0,11
68647981,10,9,0,19
63512601,7,4,0,11
101315022,9,6,0,15
81261906,7,5,0,12
121938514,5,6,0,11
84699901,29,7,7,43
52315569,5,6,0,11
79655726,21,8,6,35
88022825,6,5,0,11
118921458,11,12,0,23
66135693,6,4,0,10
120610226,6,4,0,10
112098502,8,8,0,16
64035481,7,6,0,13
128366014,8,7,0,15
91133157,9,8,0,17
59854841,5,6,0,11
51558409,7,6,0,13
82207522,14,9,0,23
88037413,13,8,0,21
107779390,18,27,0,45
57474729,9,10,0,19
82472422,9,8,0,17
129259118,11,12,0,23
109478618,15,10,0,25
58710161,7,7,0,14
84947529,11,8,2,21
83644501,17,7,0,24
83261081,9,8,0,17
103516714,13,8,0,21
91815261,10,8,0,18
124534786,16,11,0,27
105162582,18,9,0,27
64792001,11,7,0,18
51004921,9,8,0,17
44951517,11,7,0,18
112537954,18,9,0,27
103959902,14,3,9,26
56167037,12,11,0,23
127117866,15,15,0,30
52420525,8,6,0,14
121390842,16,15,0,31
124269938,15,11,0,26
103172422,13,9,0,22
61261325,24,10,0,34
102680262,20,8,0,28
68366833,11,1,9,21
61517293,12,12,0,24
48783761,9,5,0,14
48933333,11,7,0,18
65911993,9,8,0,17
112610254,13,11,0,24
120855298,10,10,0,20
80024786,15,12,0,27
84471441,14,10,0,24
84637513,17,11,4,32
87943717,12,12,0,24
80621514,10,9,0,19
85248121,15,10,0,25
105849442,32,11,0,43
119522310,23,15,0,38
93044657,13,12,0,25
100392590,13,11,0,24
72813614,15,15,0,30
126519210,12,9,0,21
62097517,13,12,0,25
73452886,36,13,12,61
91863021,18,13,0,31
117748622,12,11,0,23
88170341,14,11,0,25
122715154,15,9,4,28
80971694,13,11,0,24
119502978,11,15,0,26
109067570,15,13,0,28
50147249,31,19,0,50
117748990,20,15,2,37
123209602,20,14,0,34
76535474,15,14,0,29
58897977,32,11,2,45
44877621,18,16,0,34
110266434,19,27,0,46
119343082,15,15,0,30
53776821,14,14,0,28
102932326,18,16,0,34
126327978,19,11,0,30
46165765,24,20,1,45
45889181,16,1,12,29
50397517,13,9,0,22
81401422,17,13,1,31
84405801,19,17,0,36
94366161,29,24,0,53
106393198,20,18,0,38
116735270,21,18,3,42
49645193,21,21,0,42
45014489,20,14,0,34
125213894,19,19,0,38
101571406,21,19,0,40
101169334,18,18,0,36
128367582,22,20,0,42
128961894,24,24,0,48
91993281,36,24,0,60
104364918,20,19,0,39
52934521,21,16,0,37
83808109,31,16,6,53
86898117,18,19,0,37
86527889,29,22,0,51
56369961,18,20,0,38
121916374,19,19,0,38
68175697,39,31,0,70
118537282,44,26,0,70
52012881,32,19,0,51
91656897,28,26,0,54
109876306,31,23,0,54
80443410,27,22,0,49
115777178,26,23,0,49
124361154,29,21,0,50
104692238,38,32,5,75
90358813,24,21,0,45
100960230,27,21,2,50
56707457,24,11,0,35
105763014,40,25,1,66
59223189,26,14,0,40
115174710,41,29,3,73
101866430,36,24,1,61
60059125,32,26,0,58
44923629,25,25,0,50
81981402,23,6,6,35
116048470,34,31,0,65
91988953,44,28,8,80
53632613,28,25,0,53
92240389,292,97,25,414
54310225,26,30,2,58
127355230,27,24,0,51
118459298,39,25,0,64
95491825,35,5,30,70
110487398,34,19,5,58
101961186,27,18,1,46
108154114,47,32,0,79
110314350,68,40,7,115
101624878,38,32,0,70
86975089,33,30,0,63
121128002,57,30,4,91
47016813,85,40,36,161
117907378,35,42,0,77
112505470,51,38,0,89
98584521,53,35,7,95
81905306,57,36,0,93
119036542,57,38,0,95
85428369,41,39,0,80
124749238,57,38,1,96
85239085,47,36,0,83
75818014,37,29,5,71
109617538,55,50,0,105
122738102,56,47,0,103
107402478,95,44,12,151
111119574,45,47,0,92
98296889,45,0,0,45
121340842,50,50,0,100
77360930,61,51,3,115
99379301,50,39,1,90
100857558,57,7,7,71
107450402,63,51,0,114
81490022,59,34,0,93
113431274,977,799,69,1845
64021353,80,80,0,160
103222738,95,85,1,181
97649533,145,101,0,246
113098338,439,176,0,615
82737854,401,395,0,796
222374210,2,2,0,4
203244862,20,11,1,32
220990490,2,2,0,4
251036199,8,2,6,16
248959276,6,0,1,7
209304138,5,2,2,9
240593626,5,5,0,10
223772574,19,12,0,31
202674542,8,8,0,16
247404580,8,7,0,15
235661082,11,9,0,20
203258698,19,16,0,35
222446478,18,17,0,35
236708062,24,18,0,42
248341576,16,15,0,31
221578130,43,26,0,69
208763662,33,24,0,57
216117786,1,1,0,2
222694394,1,1,0,2
245110950,3,2,0,5
217362986,2,2,0,4
214059834,2,2,0,4
247140860,2,1,0,3
242456450,3,2,0,5
211141058,6,4,2,12
205553774,7,5,0,12
217266230,4,3,0,7
208587814,4,3,0,7
229035850,4,4,0,8
246888803,4,5,0,9
248573471,4,4,0,8
204565762,13,4,1,18
244403026,5,4,0,9
213323966,7,4,0,11
221153394,5,5,0,10
208864174,6,4,0,10
217294502,8,8,0,16
215365038,8,5,0,13
216031850,23,6,3,32
245822042,7,7,0,14
223152890,8,4,0,12
232844902,11,8,0,19
216470002,17,9,0,26
243672966,10,7,1,18
235464834,11,7,1,19
233615894,12,8,0,20
223719310,8,3,3,14
247662017,12,9,1,22
234566430,10,8,0,18
222516170,11,8,0,19
230376762,20,9,0,29
246899544,10,9,0,19
204168834,13,6,0,19
218639598,16,11,0,27
233501550,19,13,2,34
220574402,21,13,2,36
243931410,13,7,0,20
216066962,14,12,1,27
236406922,14,10,1,25
239195854,25,14,1,40
241905050,43,16,23,82
247547194,26,15,0,41
208335666,23,14,0,37
214399282,20,18,0,38
241890434,17,16,0,33
239680850,18,4,0,22
247982428,22,19,0,41
223912822,37,21,0,58
217448794,22,21,0,43
219931362,24,21,0,45
233432686,21,14,0,35
211504938,22,20,0,42
215737770,26,25,0,51
239459842,31,25,1,57
231664278,33,25,0,58
242753542,32,8,0,40
219984474,31,29,0,60
214679694,38,29,2,69
210647270,39,29,0,68
214566662,46,29,1,76
224466834,39,30,0,69
213302542,35,30,0,65
204710290,34,33,0,67
218773786,33,29,0,62
224866058,45,41,0,86
235099574,46,44,0,90
207651730,65,43,4,112
246391102,62,40,0,102
212911646,42,34,1,77
234456318,55,47,0,102
214995918,67,61,0,128
203385958,76,30,1,107
241140858,200,104,0,304
38540493,1,1,0,2
38689865,1,1,0,2
63393525,1,1,0,2
72546078,1,1,0,2
16080235,0,1,0,1
41712877,1,1,0,2
31605887,1,1,1,3
452817,3,3,0,6
34390137,2,1,0,3
7810809,2,2,0,4
39618609,3,2,0,5
72667546,3,2,0,5
35261513,1,2,0,3
3130434,9,5,2,16
29249971,3,3,0,6
82307122,3,3,0,6
35337925,6,3,0,9
61793689,8,3,0,11
684233,3,3,0,6
89121237,5,3,0,8
42679305,4,4,0,8
44169685,4,4,0,8
63852817,5,4,0,9
57095997,4,4,0,8
84550121,7,4,0,11
88462625,4,4,0,8
35918297,5,0,5,10
36042701,10,5,0,15
57233977,7,7,0,14
11790991,6,6,0,12
17903259,7,7,0,14
2049445,5,6,0,11
35082677,7,7,0,14
13948887,7,7,0,14
35917385,7,7,0,14
38259729,7,5,0,12
205833,24,7,9,40
21697119,12,9,0,21
62499241,11,8,0,19
83716665,16,12,1,29
69755649,20,11,0,31
42274145,13,11,0,24
81977374,13,13,0,26
19584615,14,1,12,27
88594669,24,17,0,41
40489821,18,18,0,36
82119530,20,5,0,25
16261583,49,21,0,70
43471109,29,27,0,56
56357229,43,28,10,81
16525159,26,8,0,34
1575409,55,35,8,98
76235570,82,76,0,158
3975454,264,171,6,441
92434377,3,3,0,6
247732001,1,1,0,2
229513786,4,2,0,6
155612958,1,1,0,2
166489714,1,1,0,2
159995626,1,1,0,2
144070869,0,1,0,1
132691854,3,2,0,5
129320110,3,2,0,5
252059351,3,2,0,5
169163382,2,2,0,4
201755962,5,3,0,8
209515714,11,5,1,17
141254977,5,4,0,9
145303842,4,4,0,8
191674874,5,5,0,10
131433366,5,4,0,9
189305142,4,4,0,8
180408226,6,6,0,12
149529870,4,0,0,4
92229261,5,4,0,9
154544682,6,6,0,12
128106366,3,1,2,6
245840042,6,5,0,11
113760434,5,4,0,9
132073918,5,4,0,9
185270114,5,5,0,10
104632866,3,3,0,6
116107486,5,4,0,9
141124913,4,4,0,8
139233773,6,0,4,10
111553890,6,4,0,10
154196410,9,9,0,18
109254590,5,5,0,10
111561538,4,4,0,8
96188521,5,5,0,10
165932826,8,6,0,14
109552306,15,5,9,29
155336158,17,9,0,26
106016694,7,7,0,14
178739446,17,11,0,28
101121322,7,5,0,12
146755562,10,8,0,18
174022789,11,7,0,18
161201214,11,7,0,18
96238297,11,8,1,20
184225846,11,7,0,18
141704729,15,6,0,21
221702078,13,7,0,20
200908622,7,6,0,13
181580234,11,6,0,17
173281933,14,9,0,23
91841509,9,6,0,15
171357841,9,9,0,18
121669158,13,7,0,20
116533574,8,8,0,16
248789009,11,6,1,18
155790686,8,9,0,17
186414118,22,7,8,37
143853113,8,6,0,14
114229302,15,18,0,33
195938798,8,10,0,18
193726594,11,10,0,21
103591622,10,7,0,17
248560876,9,6,0,15
202517494,12,12,0,24
151846366,13,10,0,23
195465058,8,9,0,17
123740762,13,13,0,26
109784414,20,15,0,35
218452470,28,16,0,44
174562297,21,21,0,42
112168122,14,4,0,18
192697510,53,20,11,84
134116914,24,7,17,48
191388998,37,18,0,55
197815346,25,18,5,48
188536642,33,17,2,52
152576674,196,90,33,319
210115506,18,5,0,23
121162602,15,15,0,30
140089901,22,18,0,40
97295653,25,21,0,46
149879474,24,24,0,48
165925430,24,23,0,47
193363470,47,25,14,86
138877149,34,22,0,56
150733310,18,15,0,33
108409858,25,20,0,45
174242653,57,32,1,90
147167982,24,25,0,49
170592449,28,22,0,50
141639825,29,25,3,57
162853798,28,30,1,59
227653506,25,26,0,51
167282606,33,30,0,63
162413058,55,36,0,91
141910921,51,39,3,93
187503990,41,27,0,68
190632586,99,48,35,182
130582162,87,71,0,158
170869193,80,73,0,153
187716566,80,77,0,157
137747525,76,73,1,150
150272102,87,66,2,155
163943250,75,64,4,143
138763973,137,110,3,250
177400593,721,274,444,1439
10734987,1,1,0,2
34684513,1,1,0,2
33874297,1,1,0,2
25311135,1,1,0,2
33240909,3,2,0,5
11340327,3,2,0,5
22774275,6,6,0,12
35284061,2,2,0,4
47648,3,3,0,6
28436291,12,2,0,14
35708241,19,12,2,33
24253879,4,3,0,7
36718381,3,3,0,6
36097213,4,1,0,5
7225265,4,4,0,8
4005982,6,4,0,10
13182355,11,8,1,20
36586473,10,11,0,21
2121585,5,6,0,11
21577279,4,4,0,8
13067583,5,2,0,7
1082569,6,6,0,12
9478229,8,4,0,12
31608067,8,7,1,16
24131467,2,6,0,8
22011316,5,5,0,10
31309527,12,4,0,16
37192017,11,10,0,21
29681071,6,5,0,11
15375699,19,12,0,31
4613210,7,2,4,13
1251593,10,9,0,19
26666511,12,8,0,20
22502079,25,12,0,37
21143895,7,6,0,13
5547594,10,4,0,14
29459111,10,7,0,17
14457847,10,7,0,17
28005103,19,17,0,36
12542055,14,14,0,28
17788235,11,9,0,20
13996659,12,12,0,24
19702007,14,11,0,25
16736051,5,7,0,12
18058667,13,12,1,26
13767231,16,12,0,28
29288023,17,11,0,28
30003419,14,12,0,26
33209109,26,13,0,39
26301823,15,8,1,24
34117665,22,15,0,37
785689,25,17,4,46
17440243,40,31,2,73
4349534,40,40,0,80
4085241,99,99,0,198
104171986,4,3,0,7
129979174,7,2,0,9
113365618,1,1,0,2
140098485,3,3,0,6
109004282,2,1,0,3
107545394,7,5,0,12
123931122,5,6,0,11
132788782,4,1,0,5
168362634,3,4,0,7
147878286,8,7,1,16
110213886,11,1,3,15
133038682,11,1,0,12
132551934,2,1,0,3
116807370,2,2,0,4
120455538,6,3,1,10
104568938,26,19,1,46
118647330,5,4,0,9
141204269,6,4,0,10
157597514,2,0,0,2
111538654,5,4,0,9
173061545,3,2,0,5
155035270,6,3,0,9
170797857,4,4,0,8
149916202,15,7,0,22
107945102,6,4,0,10
161162270,6,5,0,11
176908961,4,4,0,8
153989250,4,3,0,7
141700493,10,5,0,15
154263718,3,2,0,5
177390457,7,5,0,12
146852082,10,5,0,15
107634034,37,18,5,60
151618526,40,29,3,72
126808622,4,2,1,7
144030413,5,5,0,10
173646197,5,5,0,10
103542074,4,5,0,9
145663186,4,5,0,9
155452998,4,3,0,7
152225946,10,6,0,16
130422382,5,4,0,9
149431438,13,4,0,17
116711338,14,5,0,19
134231474,6,1,3,10
176916153,5,2,0,7
130221034,5,4,0,9
150248118,8,8,0,16
177380353,7,5,0,12
178315134,13,10,0,23
157256558,7,5,0,12
175718929,10,8,0,18
153341938,11,9,0,20
113083706,7,4,0,11
151814806,7,7,0,14
104226638,12,10,0,22
162349622,8,9,0,17
113258610,10,8,0,18
165438946,11,10,0,21
137285649,8,6,0,14
162007786,9,9,0,18
164878410,8,4,0,12
157371358,21,16,0,37
174881005,12,8,0,20
139370977,10,8,0,18
144521241,12,8,1,21
123927990,7,6,0,13
111398154,7,5,0,12
160546898,8,9,0,17
176813021,15,7,0,22
112811442,10,8,0,18
117878330,10,3,0,13
156453526,8,5,1,14
141490537,13,10,0,23
169250546,20,14,1,35
130704750,12,12,0,24
156791906,10,9,0,19
128749338,11,7,2,20
163805962,16,13,0,29
159154170,12,10,0,22
161473854,14,10,1,25
146065486,9,8,2,19
175730109,23,13,0,36
122266898,21,16,2,39
134327918,14,11,0,25
105540718,27,24,0,51
151946382,21,21,0,42
119238462,9,7,0,16
175300765,12,10,0,22
117666346,14,14,0,28
119283886,17,18,0,35
177406785,11,11,0,22
112749386,8,2,0,10
160849926,17,17,0,34
166894102,27,17,6,50
176724726,17,13,0,30
156679286,63,43,12,118
142249437,9,1,1,11
160069382,24,16,0,40
176809337,30,13,14,57
118068110,22,16,0,38
153115930,27,13,1,41
169692997,11,10,0,21
122394822,15,8,0,23
166567546,25,15,1,41
174084889,15,11,0,26
137764937,28,27,0,55
178599714,22,24,0,46
165465918,23,15,1,39
147145394,24,14,0,38
165119954,26,26,0,52
158691142,33,25,0,58
103327830,40,20,14,74
106362154,23,19,0,42
129411546,19,21,0,40
173912401,77,20,47,144
130963578,25,22,0,47
155028222,27,23,0,50
140936093,50,28,0,78
161160382,26,28,0,54
166512446,45,29,1,75
173437257,27,23,0,50
134514722,33,28,0,61
132626386,21,21,0,42
164533790,52,48,0,100
118653198,72,25,32,129
176597337,31,20,1,52
150265442,40,31,5,76
142114497,55,36,0,91
129813630,42,35,0,77
156367726,35,29,0,64
117350746,50,24,4,78
161765702,53,44,1,98
137819413,48,39,0,87
136696541,52,52,0,104
175408489,52,52,0,104
167621046,59,27,23,109
141985861,111,87,9,207
140758513,92,86,0,178
151271454,107,94,0,201
168313190,84,76,0,160
7179889,2,1,0,3
24168583,3,1,0,4
2255778,15,9,1,25
8658389,1,1,0,2
22253327,1,1,0,2
10097719,0,1,0,1
29255983,15,11,1,27
11803835,3,3,0,6
874025,7,5,0,12
17165387,4,2,1,7
30779271,3,3,0,6
35252981,4,3,0,7
3407590,4,3,0,7
24910163,4,2,0,6
13486287,4,1,0,5
15628219,5,3,0,8
13222123,4,3,0,7
15668771,11,5,0,16
33211085,6,5,0,11
22197815,5,1,0,6
11258123,6,2,3,11
25617220,7,2,0,9
4677242,6,5,0,11
27850551,14,6,0,20
1804481,7,5,0,12
19198279,17,5,6,28
8769321,6,4,1,11
13657179,9,7,0,16
31958171,9,6,1,16
35470349,8,6,0,14
12701587,11,9,0,20
18377963,7,7,0,14
29122947,13,13,0,26
6172698,16,16,0,32
26991759,15,13,0,28
1096149,20,15,1,36
26630595,23,15,0,38
32738134,12,15,0,27
20363240,33,33,0,66
6439774,27,33,0,60
147842054,1,1,0,2
141208409,2,2,0,4
198236206,4,4,0,8
178449942,3,4,0,7
207888534,2,1,0,3
172402189,2,2,0,4
193480306,3,1,1,5
179676918,4,3,0,7
198102086,2,1,0,3
199330186,54,50,1,105
201372834,12,10,1,23
149987086,3,1,0,4
214779074,2,2,0,4
177594021,4,4,0,8
204792358,2,2,0,4
170534749,21,21,0,42
134160354,4,2,0,6
203370938,5,2,2,9
175378429,3,2,0,5
193604038,5,6,0,11
183758170,3,3,0,6
147585190,4,4,0,8
132307482,5,5,0,10
173155913,14,3,0,17
207304342,3,5,0,8
131681502,8,5,0,13
170063885,16,9,6,31
203411082,5,5,0,10
199114166,5,5,0,10
184832146,7,6,0,13
192029838,6,4,0,10
148369750,6,4,0,10
187798938,10,5,0,15
200478162,2,5,0,7
187232546,7,5,0,12
198907982,5,4,1,10
182610954,9,5,1,15
188199558,4,4,0,8
192361202,8,7,1,16
167213014,7,6,0,13
155073694,7,3,0,10
137860701,8,0,0,8
163021766,14,12,1,27
142396581,9,5,0,14
200637534,12,8,0,20
132210066,9,6,0,15
199095402,9,5,0,14
172790001,13,8,0,21
188379950,6,6,0,12
188433126,7,3,0,10
143200769,6,7,0,13
142834097,7,7,0,14
153903150,10,5,0,15
180477682,8,8,0,16
186498502,9,10,0,19
202996022,18,11,0,29
162401270,9,8,0,17
173405841,8,8,0,16
199507806,84,8,0,92
212495846,9,8,0,17
183018670,10,9,0,19
174633197,20,11,0,31
166025046,18,11,0,29
183370230,138,9,25,172
180833894,46,25,10,81
208500962,59,13,8,80
155745082,12,12,0,24
193551878,11,9,0,20
180690930,14,12,0,26
189416978,12,7,0,19
187180986,16,10,0,26
156036118,13,12,0,25
175125985,14,11,0,25
207835266,13,4,0,17
188041362,12,12,0,24
145605798,29,14,1,44
196625646,14,14,0,28
203092018,18,14,0,32
210431490,25,18,0,43
164661730,20,17,0,37
192756314,31,18,0,49
189914906,24,21,0,45
133008690,18,17,0,35
135702826,28,19,1,48
200873894,20,19,0,39
191620114,27,20,0,47
210338362,17,8,0,25
171670325,21,15,0,36
168601870,32,24,0,56
193403042,23,23,0,46
204629270,27,25,0,52
149911830,29,28,0,57
194047934,76,30,13,119
140962185,26,12,1,39
187115870,49,25,0,74
197248426,33,31,0,64
182658262,32,24,0,56
181661318,131,62,32,225
202310070,43,37,1,81
142054057,32,33,0,65
200482738,42,41,0,83
138839941,36,29,0,65
196201458,44,32,0,76
185018306,44,44,0,88
141127385,48,38,0,86
190371998,74,68,0,142
191386034,117,87,1,205
172862713,109,104,0,213
131513490,112,61,0,173
229769386,5,4,0,9
250040595,5,2,1,8
235651918,2,2,0,4
248404634,4,3,0,7
225066362,1,1,0,2
227746766,8,4,0,12
247894278,4,2,0,6
250203115,7,4,0,11
248439859,4,2,0,6
232413098,3,3,0,6
225084678,2,0,0,2
242285518,4,3,0,7
227658034,4,5,0,9
234373966,7,4,0,11
226484550,11,3,5,19
231697034,16,5,0,21
227969006,6,0,4,10
238266674,5,0,5,10
248344083,5,0,0,5
248030839,8,5,0,13
235103942,15,4,0,19
245442622,9,8,0,17
235225922,7,7,0,14
246022426,7,7,0,14
234997398,11,6,0,17
233053534,15,11,0,26
228243618,33,23,0,56
228755706,12,10,0,22
229426934,11,7,0,18
246394658,11,9,0,20
230882978,28,15,0,43
252338607,12,0,0,12
252413315,22,6,15,43
249677243,16,3,0,19
235602690,33,22,0,55
252664799,42,0,3,45
174391217,2,1,0,3
194188634,1,1,0,2
214663694,2,0,0,2
172694345,1,1,0,2
183210074,1,1,0,2
193672834,2,2,0,4
209089146,3,1,0,4
192969674,4,4,0,8
200671974,28,16,0,44
197731814,2,2,0,4
188164650,4,2,0,6
186162630,1,1,0,2
229844406,8,1,0,9
195433034,3,2,0,5
207436386,1,1,0,2
233015170,8,8,2,18
179846070,5,3,0,8
165978578,5,2,0,7
218793034,4,3,0,7
231898514,4,4,0,8
198957026,4,4,0,8
199022134,14,5,0,19
182265442,6,7,0,13
190619898,4,4,0,8
235546130,3,3,0,6
194312506,5,4,0,9
186699250,8,5,0,13
233467974,3,3,0,6
217362358,7,9,0,16
234675674,7,4,0,11
164484046,16,9,0,25
182559870,8,7,0,15
240120406,9,8,0,17
184804614,6,5,0,11
169307726,9,5,0,14
166856114,7,6,0,13
192757614,9,7,2,18
196812006,13,5,7,25
199374378,8,3,1,12
201856834,9,7,0,16
219766510,14,8,3,25
238922034,14,9,0,23
227917886,6,7,0,13
185963342,10,8,0,18
228879726,14,9,0,23
177807981,15,13,0,28
213694146,16,7,1,24
187642994,16,5,0,21
199683666,11,10,0,21
222829058,10,9,1,20
200071110,20,19,0,39
182447774,34,26,0,60
187596150,24,23,0,47
170621217,115,99,0,214
41699377,2,1,0,3
49587993,1,1,0,2
15962947,4,2,1,7
57206589,2,2,0,4
57263905,0,1,0,1
44377357,1,2,0,3
50532397,1,1,0,2
82749618,3,3,0,6
10436131,2,2,0,4
64886525,6,2,0,8
57953273,3,3,0,6
28589011,3,2,0,5
81410038,4,2,1,7
58406669,6,6,0,12
63073149,3,1,0,4
86780569,3,3,0,6
80611274,4,4,0,8
12412583,9,6,0,15
4396798,7,3,0,10
39793429,4,3,0,7
79373990,5,5,0,10
69050569,8,7,0,15
71068917,10,9,0,19
46002129,13,10,0,23
39092546,15,11,1,27
90231869,17,17,0,34
231184398,1,1,0,2
252929047,1,0,0,1
224618786,2,0,0,2
252281759,1,0,0,1
244715958,1,1,0,2
248016391,5,3,0,8
249670963,3,3,0,6
228871638,16,7,0,23
252912387,17,0,0,17
252375415,6,0,0,6
248173945,1,1,0,2
246659454,5,2,0,7
249424984,6,4,0,10
3095222,3,3,0,6
1832713,4,3,0,7
1329985,9,8,0,17
227770590,2,2,0,4
234702398,2,1,0,3
244202122,10,7,0,17
249391967,5,5,0,10
223090450,3,2,0,5
209403530,4,4,0,8
207319818,1,2,0,3
237029586,3,3,0,6
230040242,4,2,0,6
230190170,2,3,0,5
218981358,7,5,0,12
216575346,12,12,0,24
208787902,6,15,0,21
234159958,13,6,0,19
14770843,1,1,0,2
7520589,4,4,0,8
714469,15,12,2,29
9196909,3,4,0,7
739901,5,5,0,10
2590442,6,4,0,10
9772545,9,9,0,18
6537818,11,3,0,14
228600878,1,0,0,1
204158526,1,1,0,2
220783214,6,1,0,7
239277714,2,1,0,3
229844402,6,4,0,10
239807898,2,2,0,4
221878082,6,5,0,11
202517282,7,2,0,9
222779098,1,2,0,3
231224894,3,3,0,6
219829966,7,4,0,11
203522502,5,5,0,10
201485138,6,6,0,12
198056698,5,4,0,9
209345054,9,6,0,15
203793534,7,9,0,16
242864182,34,30,0,64
651169,1,1,0,2
2353166,3,2,0,5
2555230,4,1,0,5
2082837,3,0,0,3
3621750,2,0,0,2
3417162,14,14,0,28
195682802,1,1,0,2
219500566,1,1,0,2
195720962,1,1,0,2
220708218,3,3,0,6
219198634,2,2,0,4
176659381,3,3,0,6
242882430,3,3,0,6
202074790,4,3,0,7
205494426,5,3,0,8
181870158,4,4,0,8
197577286,3,4,0,7
201009042,5,4,0,9
187126674,5,3,0,8
193251910,7,3,0,10
203731566,7,8,0,15
195310530,6,5,0,11
182742930,9,0,0,9
211118418,6,2,0,8
179856110,13,7,0,20
189575866,11,1,6,18
201656642,7,3,2,12
192501562,9,11,0,20
245112302,9,8,0,17
190407358,42,20,3,65
111823622,5,4,0,9
217396842,3,1,0,4
103061410,2,4,0,6
187394374,3,3,0,6
192612610,7,1,0,8
240698102,2,1,0,3
128980222,2,2,0,4
180449882,2,2,0,4
119101710,2,2,0,4
236245750,2,2,0,4
181391854,4,3,0,7
228330246,3,3,0,6
101238882,5,5,0,10
252969827,5,0,0,5
149653022,3,4,0,7
139362921,11,5,2,18
104556214,10,6,0,16
251594847,4,0,1,5
149869534,8,8,0,16
252978331,5,3,0,8
170013073,5,2,0,7
109005866,8,8,0,16
195138138,12,10,0,22
202976598,17,12,2,31
100814370,19,15,0,34
103914558,42,29,0,71
253475959,12,1,0,13
253403263,30,3,15,48
115538554,1,1,0,2
154956358,1,0,0,1
109614682,6,2,0,8
121036962,1,0,0,1
107987202,3,2,1,6
193336806,2,1,0,3
196307778,1,1,0,2
144146869,4,3,0,7
120646902,0,1,0,1
145315718,0,1,0,1
112942206,2,2,0,4
134151574,1,1,0,2
192148866,1,1,1,3
166585610,5,4,0,9
144902742,2,4,0,6
132013654,3,2,0,5
187606598,3,3,0,6
170683021,2,2,0,4
187901478,2,2,0,4
189324262,3,0,0,3
165716506,4,2,0,6
156817402,7,3,2,12
179015250,3,2,0,5
186286810,29,16,3,48
109265410,3,3,0,6
130386966,6,4,0,10
173384585,4,3,0,7
156589762,8,3,0,11
164399910,3,3,0,6
111622994,4,2,0,6
183043358,5,5,0,10
143361241,13,8,0,21
187695158,4,4,0,8
186318502,5,5,0,10
97890705,6,4,1,11
132030354,8,5,0,13
124947706,8,4,0,12
141119961,4,5,0,9
141477237,5,5,0,10
97973877,8,6,0,14
142173241,6,6,0,12
140101225,15,7,0,22
115098170,15,6,0,21
178167509,7,6,0,13
99675582,9,6,0,15
133629550,8,8,0,16
113787550,8,8,0,16
133107814,22,13,0,35
121891906,8,9,0,17
116897118,11,8,0,19
191709682,8,8,0,16
94288069,8,7,0,15
169773529,13,13,0,26
136222466,20,10,0,30
116821854,11,12,0,23
144434121,13,13,0,26
108723514,21,16,0,37
103529502,19,15,0,34
167470658,16,7,0,23
107110774,19,11,10,40
146873754,54,7,31,92
185409802,63,61,0,124
149086702,110,102,8,220
253878919,2,0,0,2
253898335,2,1,0,3
253790987,5,2,0,7
253937703,6,1,0,7
253232483,1,0,0,1
253849351,2,0,0,2
253915687,4,0,0,4
253904095,1,1,0,2
253155063,3,0,0,3
253978099,1,0,0,1
253948407,2,1,0,3
253552531,1,0,0,1
253940311,1,0,0,1
253668559,2,1,0,3
251309451,8,2,0,10
253238183,15,0,13,28
