user_id,email_creates_90d,email_publishes_90d,email_tests_90d,ca_template_creates_90d,ai_content_creates_90d,sms_creates_90d,sms_publishes_90d,automation_creates_90d,automation_publishes_90d,builder_active_days_90d,total_builder_events_90d
95638417,18,15,2,0,0,0,0,0,0,15,35
100888366,17,15,0,0,0,0,0,0,0,27,32
143200769,20,18,0,0,0,0,0,0,0,26,38
131836566,23,16,0,0,0,0,0,0,0,28,39
61343861,25,21,0,0,0,0,0,0,0,19,46
113616358,28,24,0,0,0,0,0,0,0,23,52
127502410,28,2,25,0,0,0,0,0,0,22,55
67913001,33,27,0,0,0,0,0,0,0,26,60
99232721,39,31,2,0,0,0,0,0,0,30,72
62227797,30,31,0,0,0,0,0,0,0,35,61
141938481,36,31,0,0,0,0,0,0,0,33,67
157531694,33,36,0,0,0,0,0,0,0,21,69
104602062,53,51,0,0,0,0,0,0,0,41,104
108454294,53,40,1,0,0,0,0,0,0,51,94
114443622,48,31,0,0,0,0,0,0,0,36,79
140544809,56,52,1,0,46,0,0,0,0,29,109
95586741,62,50,1,0,0,0,0,0,0,49,113
156764010,64,54,7,0,0,0,0,0,0,44,125
134861562,98,55,9,0,1,0,0,0,0,56,162
135702826,77,54,5,0,0,0,0,0,0,46,136
138713061,74,54,2,0,0,0,0,0,0,47,130
81073994,87,76,0,0,0,0,0,0,0,54,163
154631058,96,82,0,0,36,0,0,0,0,65,178
82264930,316,82,103,0,0,0,0,0,0,60,501
60059125,89,87,0,0,0,0,0,0,0,40,176
70713229,172,167,0,0,0,0,0,0,0,73,339
72408234,202,118,20,0,0,0,0,0,0,57,340
75847466,237,221,0,0,0,0,0,0,0,90,458
64081781,877,788,41,0,0,0,0,0,0,71,1706
186234382,8,3,0,0,0,0,0,0,0,6,11
140214613,6,6,0,0,0,0,0,0,0,6,12
142244417,25,16,3,0,0,0,0,0,0,27,44
178503386,43,28,0,0,0,0,0,0,0,41,71
183582734,30,25,0,0,0,0,0,0,0,49,55
140962185,62,25,1,0,0,0,0,0,0,33,88
187268934,68,40,0,0,0,0,0,0,0,49,108
124604682,55,53,0,0,0,0,0,0,0,16,108
166564786,108,87,0,0,0,0,0,0,0,61,195
189359766,118,52,5,0,0,0,0,0,0,53,175
183322142,190,173,2,0,45,0,0,0,0,67,365
137343741,6708,5120,519,0,19,0,0,0,0,91,12347
108539670,35,27,0,0,0,0,0,0,0,14,62
109902706,21,5,14,0,0,0,0,0,0,14,40
78868286,8,8,0,0,0,0,0,0,0,11,16
127518886,26,21,0,0,0,0,0,0,0,14,47
115444098,13,13,0,0,0,0,0,0,0,12,26
117378142,49,24,0,0,0,0,0,0,0,33,73
115979298,11,9,0,0,0,0,0,0,0,4,20
124519314,80,44,0,0,0,0,0,0,0,38,124
112804570,19,18,0,0,0,0,0,0,0,19,37
77304406,32,25,0,0,0,0,0,0,0,30,57
76609858,106,94,0,0,0,0,0,0,0,20,200
87110577,14,11,0,0,0,0,0,0,0,22,25
73792938,22,18,1,0,0,0,0,0,0,24,41
135475534,53,42,0,0,0,0,0,0,0,43,95
153336478,46,17,0,0,0,0,0,0,0,21,63
101141206,30,27,0,0,0,0,0,0,0,33,57
155095738,2,0,2,0,0,0,0,0,0,2,4
100092406,55,53,0,0,0,0,0,0,0,43,108
121612542,81,63,0,0,0,0,0,0,0,62,144
98222037,105,88,0,0,0,0,0,0,0,85,193
157385938,40,27,1,0,0,0,0,0,0,16,68
79687002,43,40,0,0,0,0,0,0,0,41,83
127277910,149,130,0,2,12,0,0,0,0,73,279
100679174,695,495,96,0,0,0,0,0,0,58,1286
155966682,12,10,2,0,0,0,0,0,0,15,24
170142969,3,0,0,0,0,0,0,0,0,3,3
208289682,4,4,0,0,0,0,0,0,0,7,8
186901046,2,2,0,0,0,0,0,0,0,3,4
195841694,54,42,0,0,27,0,0,0,0,41,96
161723706,34,16,5,0,0,0,0,0,0,20,55
148943770,46,45,0,0,0,0,0,0,0,51,91
160564322,41,35,0,0,0,0,0,0,0,39,76
212062310,14,10,0,0,6,0,0,0,0,14,24
148024174,174,158,0,0,0,0,0,0,0,90,332
150911710,125,117,0,0,47,0,0,0,0,89,242
145034778,184,91,0,0,0,0,0,0,0,91,275
150419898,199,182,1,0,0,0,0,0,0,70,382
207927318,16,8,0,0,0,0,0,0,0,4,24
196377238,132,93,1,0,6,0,0,0,0,40,226
204539978,183,129,14,0,9,0,0,0,0,65,326
169720541,17,0,9,0,0,0,0,0,0,18,26
162863046,19,11,0,0,0,0,0,0,0,17,30
182877790,19,16,0,0,0,0,0,0,0,23,35
200478162,31,18,0,0,0,0,0,0,0,19,49
194903398,178,121,19,0,0,0,0,0,0,62,318
150040306,27,18,0,0,0,0,0,0,0,26,45
210346450,27,14,1,0,0,0,0,0,0,17,42
170275349,56,43,0,0,0,0,0,0,0,32,99
137201133,66,53,0,0,0,0,0,0,0,53,119
194576306,106,69,5,0,5,0,0,0,0,54,180
189675414,411,316,12,0,0,0,0,0,0,83,739
152181370,505,359,44,0,0,0,0,0,0,67,908
155064906,312,292,6,0,0,0,0,0,0,36,610
253190715,5,4,0,0,0,0,0,0,0,4,9
250851783,3,0,0,0,0,0,0,0,0,3,3
249924303,14,7,0,0,0,0,0,0,0,10,21
249531038,19,1,9,0,0,0,0,0,0,9,29
252777351,7,0,2,0,0,0,0,0,0,3,9
240228398,14,13,0,0,0,0,0,0,0,20,27
234996158,19,17,1,0,6,0,0,0,0,29,37
233875114,57,50,0,0,0,0,0,0,0,33,107
231047366,201,142,0,0,1,0,0,0,0,82,343
17458667,13,15,0,0,0,0,0,0,0,19,28
16422659,10,11,0,0,0,0,0,0,0,14,21
5792590,25,24,0,0,0,0,0,0,0,37,49
10607775,43,27,0,0,0,0,0,0,0,32,70
2811762,17,16,0,0,0,0,0,0,0,24,33
6055674,51,24,5,0,0,0,0,0,0,27,80
15964679,31,26,3,0,0,0,0,0,0,36,60
13557711,25,10,0,0,0,0,0,0,0,13,35
6247050,107,101,0,0,0,0,0,0,0,44,208
24714827,52,31,9,0,0,0,0,0,0,35,92
1592717,41,27,1,0,2,0,0,0,0,24,69
1216725,60,51,0,0,0,0,0,0,0,53,111
15820599,48,42,0,0,0,0,0,0,0,49,90
12123047,27,12,0,0,0,0,0,0,0,23,39
9717685,61,58,0,0,0,0,0,0,0,59,119
9679309,54,49,0,0,0,0,0,0,0,56,103
19305927,66,58,0,0,0,0,0,0,0,55,124
6574518,99,66,0,0,0,0,0,0,0,69,165
19559763,85,79,0,0,0,0,0,0,0,54,164
16712263,47,38,2,0,0,0,0,0,0,42,87
1119357,133,90,57,0,11,0,0,0,0,74,280
9014125,102,100,0,0,0,0,0,0,0,65,202
1260321,116,112,0,0,16,0,0,0,0,38,228
8292537,158,135,4,0,0,0,0,0,0,68,297
21974144,153,106,0,0,0,0,0,0,0,51,259
1397433,136,111,0,0,0,0,0,0,0,67,247
18721783,143,115,0,0,0,0,0,0,0,67,258
48115,230,201,2,0,0,0,0,0,0,64,433
248279762,9,5,2,0,0,0,0,0,0,8,16
207641850,15,7,0,0,0,0,0,0,0,10,22
244159670,11,7,0,0,0,0,0,0,0,11,18
202801674,15,15,0,0,12,0,0,0,0,16,30
248726487,31,23,0,0,0,0,0,0,0,16,54
227285654,41,32,0,0,0,0,0,0,0,24,73
222654382,54,41,0,0,0,0,0,0,0,42,95
228243618,49,38,0,25,32,0,0,0,0,29,87
224552726,68,57,0,0,0,0,0,0,0,29,125
218530710,55,35,1,0,0,0,0,0,0,40,91
198272006,104,67,1,0,0,0,0,0,0,58,172
247276695,204,81,33,0,16,0,0,0,0,54,318
212513646,335,248,0,0,0,0,0,0,0,89,583
195771714,19,11,2,0,0,0,0,0,0,20,32
190752530,24,15,6,0,0,0,0,0,0,19,45
165014862,23,21,0,0,0,0,0,0,0,24,44
171663169,23,21,0,0,0,0,0,0,0,33,44
196445826,26,13,0,0,0,0,0,0,0,15,39
189031394,49,33,0,0,0,0,0,0,0,38,82
141490537,56,39,1,0,0,0,0,0,0,42,96
160092058,46,45,0,0,0,0,0,0,0,51,91
163852570,39,19,2,0,17,0,0,0,0,31,60
165465918,53,43,1,0,0,0,0,0,0,32,97
166400610,131,51,25,0,66,0,0,0,0,57,207
162343574,78,28,0,0,0,0,0,0,0,22,106
186307830,129,119,0,0,8,0,0,0,0,70,248
190368790,360,235,2,0,0,0,0,0,0,73,597
237861230,31,23,1,0,0,0,0,0,0,26,55
160397586,121,103,0,0,0,0,0,0,0,84,224
194961114,21,9,4,0,0,0,0,0,0,18,34
148777970,114,70,6,0,0,0,0,0,0,22,190
147487854,55,49,0,0,0,0,0,0,0,14,104
145285446,5,5,0,0,0,0,0,0,0,6,10
144619510,33,27,0,0,0,0,0,0,0,20,60
170099005,176,156,3,0,0,0,0,0,0,50,335
189470546,8,6,0,0,0,0,0,0,0,12,14
153785622,35,27,0,0,0,0,0,0,0,39,62
179372998,10,3,3,0,0,0,0,0,0,9,16
166974818,18,14,0,0,0,0,0,0,0,9,32
180091270,117,87,2,0,0,0,0,0,0,54,206
146309886,116,0,0,0,0,0,0,0,0,44,116
29831643,1,1,0,1,1,0,0,0,0,1,2
5177178,27,4,13,0,0,0,0,0,0,10,44
25047543,13,9,0,0,0,0,0,0,0,13,22
31336743,9,9,0,0,0,0,0,0,0,11,18
5313354,8,9,1,0,0,0,0,0,0,11,18
25659948,17,13,0,0,11,0,0,0,0,27,30
10744407,14,13,0,0,0,0,0,0,0,26,27
1531645,33,16,0,0,0,0,0,0,0,26,49
20334036,18,16,0,0,0,0,0,0,0,22,34
1487317,21,18,0,0,0,0,0,0,0,25,39
1776721,26,19,0,0,0,0,0,0,0,21,45
15347447,51,27,0,0,0,0,0,0,0,25,78
8805925,39,28,0,0,0,0,0,0,0,38,67
607637,31,23,0,0,0,0,0,0,0,23,54
28081159,33,24,0,0,17,0,0,0,0,15,57
36054597,35,24,0,0,0,0,0,0,0,26,59
20904523,35,22,0,0,0,0,0,0,0,25,57
5606878,54,41,0,0,0,0,0,0,0,42,95
37260813,55,49,0,0,0,0,0,0,0,31,104
9803483,55,52,0,0,0,0,0,0,0,42,107
11777055,74,54,9,0,5,0,0,0,0,44,137
1564525,58,58,0,0,0,0,0,0,0,58,116
13470587,63,61,0,0,0,0,0,0,0,32,124
35653917,92,64,2,0,0,0,0,0,0,59,158
13062935,64,60,0,0,0,0,0,0,0,55,124
14258439,79,36,1,0,0,0,0,0,0,31,116
21422635,94,82,0,0,0,0,0,0,0,79,176
27666299,117,92,1,0,0,0,0,0,0,42,210
2543658,118,104,0,0,0,0,0,0,0,43,222
35413745,464,396,0,0,0,0,0,0,0,65,860
107703866,5,4,0,0,0,0,0,0,0,7,9
95927845,13,7,0,0,0,0,0,0,0,14,20
149929034,10,9,0,0,0,0,0,0,0,16,19
118596434,15,15,0,0,0,0,0,0,0,23,30
81755526,31,18,0,0,0,0,0,0,0,24,49
97581869,13,13,0,0,0,0,0,0,0,25,26
83028138,20,15,0,0,0,0,0,0,0,20,35
152066634,26,13,0,0,0,0,0,0,0,17,39
141347861,24,20,0,0,15,0,0,0,0,13,44
89738941,21,16,0,0,0,0,0,0,0,26,37
134609246,89,8,0,0,0,0,0,0,0,26,97
101261282,31,25,0,0,0,0,0,0,0,39,56
169980181,26,25,0,0,0,0,0,0,0,46,51
131874602,48,18,1,0,0,0,0,0,0,29,67
119784346,25,25,0,0,0,0,0,0,0,29,50
84568489,44,34,0,0,0,0,0,0,0,27,78
130735978,52,44,1,0,0,0,0,0,0,38,97
104560706,100,74,0,0,0,0,0,0,0,36,174
107365894,112,87,1,0,0,0,0,0,0,40,200
154506002,64,45,1,0,0,0,0,0,0,45,110
156390706,457,343,52,0,0,0,0,0,0,76,852
121916374,60,60,0,0,0,0,0,0,0,56,120
163382426,72,65,0,0,0,0,0,0,0,66,137
111136178,130,52,1,0,0,0,0,0,0,40,183
153820366,65,51,4,0,0,0,0,0,0,42,120
162541586,93,74,0,0,0,0,0,0,0,65,167
115777178,70,66,0,0,0,0,0,0,0,66,136
101161274,254,185,67,0,0,0,0,0,0,65,506
133115314,81,72,1,0,0,0,0,0,0,39,154
106843126,110,112,0,0,0,0,0,0,0,57,222
131233702,125,89,3,0,0,0,0,0,0,52,217
82756642,115,111,1,0,0,0,0,0,0,89,227
139169781,121,118,0,0,0,0,0,0,0,23,239
131619130,235,87,1,0,0,0,0,0,0,40,323
109420670,136,109,0,0,0,0,0,0,0,50,245
136696541,145,141,0,0,0,0,0,0,0,63,286
179946938,56,56,0,0,0,0,0,0,0,27,112
195063598,94,60,2,0,6,0,0,0,0,31,156
208067834,197,139,1,0,0,0,0,0,0,54,337
82842526,4,3,0,0,0,0,0,0,0,7,7
92105881,18,4,1,0,0,0,0,0,0,14,23
47971949,11,3,0,0,0,0,0,0,0,6,14
66377921,39,16,17,0,0,0,0,0,0,30,72
79182738,25,13,3,0,0,0,0,0,0,24,41
88347389,10,8,0,0,0,0,0,0,0,9,18
51193369,14,12,0,0,0,0,0,0,0,15,26
42552093,131,44,16,0,0,0,0,0,0,42,191
58586641,19,19,0,0,0,0,0,0,0,21,38
49682697,32,24,0,0,0,0,0,0,0,30,56
63807853,39,38,0,0,0,0,0,0,0,19,77
40216545,30,20,1,0,0,0,0,0,0,30,51
86632185,61,50,1,49,0,0,0,0,0,52,112
70095553,79,61,0,0,0,0,0,0,0,45,140
59636565,74,37,0,0,7,0,0,0,0,34,111
64149605,59,42,0,0,3,0,0,0,0,58,101
77336174,78,66,2,0,0,0,0,0,0,55,146
53491133,100,59,1,0,0,0,0,0,0,44,160
92466825,169,79,37,0,0,0,0,0,0,46,285
93863425,91,54,2,0,0,0,0,0,0,35,147
62383725,164,140,0,0,0,0,0,0,0,58,304
85443325,127,95,12,0,1,0,0,0,0,54,234
55666973,375,251,42,0,0,0,0,0,0,80,668
75451282,217,187,1,0,0,0,0,0,0,58,405
59477893,286,238,1,0,0,0,0,0,0,61,525
40967717,349,280,0,0,0,0,0,0,0,55,629
87998741,502,346,2,0,3,0,0,0,0,79,850
171730669,7,6,0,0,0,0,0,0,0,7,13
164975970,10,9,0,0,0,0,0,0,0,11,19
188731714,20,14,0,0,0,0,0,0,0,18,34
191696350,6,4,0,0,4,0,0,0,0,5,10
172281257,4,4,0,0,0,0,0,0,0,4,8
123540430,18,9,0,0,0,0,0,0,0,15,27
191444274,56,40,2,0,0,0,0,0,0,32,98
198273734,42,39,0,0,0,0,0,0,0,22,81
122647490,13,12,0,0,0,0,0,0,0,17,25
180065366,29,21,0,0,7,0,0,0,0,28,50
130912674,36,20,0,0,0,0,0,0,0,31,56
132313206,35,25,0,0,0,0,0,0,0,31,60
142856009,85,83,0,0,0,0,0,0,0,59,168
204251486,15,14,0,0,0,0,0,0,0,18,29
174079573,102,96,0,0,0,0,0,0,0,54,198
193287102,38,33,0,0,0,0,0,0,0,29,71
208500962,93,26,14,0,0,0,0,0,0,24,133
122466970,3,2,0,0,0,0,0,0,0,3,5
148543430,8,7,0,0,0,0,0,0,0,14,15
85857125,5,4,0,0,0,0,0,0,0,6,9
104104054,20,19,0,0,0,0,0,0,0,10,39
130386966,14,11,0,0,0,0,0,0,0,17,25
103485430,16,11,0,0,0,0,0,0,0,17,27
117791726,16,13,0,0,0,0,0,0,0,22,29
114534086,6,6,0,0,0,0,0,0,0,8,12
104166662,15,14,0,0,0,0,0,0,0,22,29
101884410,47,44,3,0,0,0,0,0,0,18,94
122937074,31,22,0,2,0,0,0,0,0,23,53
87175341,39,21,0,0,0,0,0,0,0,43,60
105970434,55,31,0,0,0,0,0,0,0,38,86
98568273,149,96,28,0,0,0,0,0,0,54,273
109595174,88,88,0,0,0,0,0,0,0,25,176
151882154,73,38,4,0,0,0,0,0,0,45,115
142960977,53,29,0,0,0,0,0,0,0,35,82
145570134,39,36,0,0,0,0,0,0,0,45,75
84264537,54,51,0,0,0,0,0,0,0,44,105
122222758,87,76,0,0,0,0,0,0,0,40,163
152820646,66,47,0,0,0,0,0,0,0,44,113
105763014,120,80,3,0,0,0,0,0,0,56,203
103543314,84,83,0,0,0,0,0,0,0,65,167
119506158,216,196,0,0,0,0,0,0,0,78,412
80914358,443,395,29,0,0,0,0,0,0,89,867
123676690,12,11,0,0,0,0,0,0,0,13,23
167549138,15,13,0,0,0,0,0,0,0,16,28
93445125,45,38,0,0,0,0,0,0,0,23,83
121962098,27,22,0,0,0,0,0,0,0,30,49
106854806,39,31,0,0,0,0,0,0,0,36,70
84646493,90,53,3,0,45,0,0,0,0,54,146
85971445,43,26,0,0,0,0,0,0,0,35,69
148246658,27,23,0,0,0,0,0,0,0,37,50
74500106,31,21,0,0,0,0,0,0,0,27,52
83107562,68,32,8,0,0,0,0,0,0,32,108
99951662,44,24,6,0,0,0,0,0,0,38,74
105489346,42,22,0,0,0,0,0,0,0,27,64
102421906,43,32,1,0,0,0,0,0,0,29,76
122449514,52,47,0,0,0,0,0,0,0,50,99
94366161,71,69,0,0,0,0,0,0,0,42,140
81061146,49,47,0,0,38,0,0,0,0,41,96
175282753,144,107,0,0,0,0,0,0,0,56,251
84048921,109,92,4,0,0,0,0,0,0,66,205
97590165,115,98,0,0,0,0,0,0,0,59,213
80977470,118,95,1,0,0,0,0,0,0,49,214
96430057,72,50,4,0,0,0,0,0,0,41,126
93832977,151,126,2,0,0,0,0,0,0,56,279
107990614,146,101,0,0,0,0,0,0,0,58,247
75718534,62,44,2,0,0,0,0,0,0,41,108
114112658,262,190,7,0,0,0,0,0,0,60,459
154751394,388,359,1,0,0,0,0,0,0,89,748
85855481,126,3,91,0,0,0,0,0,0,13,220
196778402,21,15,0,0,0,0,0,0,0,16,36
98454869,19,15,0,0,0,0,0,0,0,21,34
170297017,20,11,0,0,0,0,0,0,0,17,31
106776438,18,13,0,0,0,0,0,0,0,24,31
106016694,72,54,0,0,0,0,0,0,0,36,126
98028269,19,17,0,0,0,0,0,0,0,22,36
140121577,165,103,0,0,0,0,0,0,0,71,268
227780378,86,77,0,0,0,0,0,0,0,36,163
249424759,10,4,1,0,0,0,0,0,0,10,15
249523200,37,22,0,0,0,0,0,0,0,20,59
247462665,48,18,7,0,0,0,0,0,0,22,73
249413113,120,104,0,0,0,0,0,0,0,47,224
248402278,14,9,0,0,0,0,0,0,0,12,23
247460769,5,4,0,0,0,0,0,0,0,4,9
223875058,11,9,0,0,0,0,0,0,0,15,20
237409674,25,14,0,0,1,0,0,0,0,17,39
246020750,17,14,0,0,0,0,0,0,0,8,31
247389217,186,14,0,0,0,0,0,0,0,47,200
224342570,321,267,0,0,0,0,0,0,0,89,588
252044639,1,0,0,0,0,0,0,0,0,1,1
218479758,13,13,0,0,0,0,0,0,0,13,26
248040757,24,18,0,0,5,0,0,0,0,25,42
247088828,17,12,0,0,0,0,0,0,0,14,29
242141030,103,85,10,0,0,0,0,0,0,66,198
229362874,12,11,0,0,0,0,0,0,0,15,23
248193205,10,7,1,0,0,0,0,0,0,11,18
246015614,7,5,0,0,0,0,0,0,0,9,12
227436510,47,33,0,0,0,0,0,0,0,18,80
240290226,36,23,0,0,0,0,0,0,0,22,59
228879726,38,24,0,0,0,0,0,0,0,27,62
243672966,51,26,6,0,0,0,0,0,0,28,83
218472974,16,9,0,0,0,0,0,0,0,12,25
213041862,59,53,0,0,0,0,0,0,0,49,112
223683234,320,117,76,0,0,0,0,0,0,69,513
215589742,119,80,1,0,0,0,0,0,0,48,200
86371933,5,4,0,0,0,0,0,0,0,6,9
30836687,56,38,3,0,4,0,0,0,0,27,97
32138666,3,3,0,0,0,0,0,0,0,3,6
79807090,109,90,4,0,0,0,0,0,0,62,203
47339113,14,5,0,0,0,0,0,0,0,10,19
24375699,39,32,0,0,0,0,0,0,0,17,71
49398121,14,13,0,0,0,0,0,0,0,16,27
47399769,7,6,1,0,0,0,0,0,0,7,14
35128885,15,13,0,0,0,0,0,0,0,11,28
58437097,23,20,0,0,0,0,0,0,0,20,43
32702958,14,10,0,0,0,0,0,0,0,19,24
59476725,17,17,0,0,0,0,0,0,0,30,34
34307913,16,13,0,0,0,0,0,0,0,25,29
27131299,19,17,0,0,0,0,0,0,0,27,36
85085285,23,17,0,0,0,0,0,0,0,18,40
37804325,36,22,0,0,0,0,0,0,0,22,58
60860537,30,23,0,0,0,0,0,0,0,39,53
56964117,23,21,0,0,0,0,0,0,0,34,44
58508989,68,49,3,0,0,0,0,0,0,41,120
39927617,37,26,0,0,0,0,0,0,0,42,63
64284589,28,20,0,0,0,0,0,0,0,28,48
74110614,77,36,13,0,0,0,0,0,0,27,126
103995890,36,23,0,0,0,0,0,0,0,26,59
39746173,25,20,0,0,0,0,0,0,0,22,45
107303090,41,37,1,0,3,0,0,0,0,40,79
78263974,43,41,0,0,0,0,0,0,0,42,84
94247249,84,58,0,0,0,0,0,0,0,43,142
74427602,52,50,1,0,0,0,0,0,0,49,103
41342193,87,52,0,0,3,0,0,0,0,51,139
99230813,89,52,0,0,0,0,0,0,0,49,141
71555718,38,35,0,0,0,0,0,0,0,33,73
33727205,82,70,2,0,0,0,0,0,0,36,154
85776077,65,62,0,0,0,0,0,0,0,61,127
105902646,49,22,2,0,0,0,0,0,0,42,73
69439169,86,76,0,0,0,0,0,0,0,50,162
51497229,88,83,0,0,0,0,0,0,0,60,171
43521957,132,103,2,0,0,0,0,0,0,69,237
31549247,94,57,7,0,0,0,0,0,0,56,158
64068297,120,114,0,0,0,0,0,0,0,64,234
56157245,124,72,6,0,0,0,0,0,0,44,202
37884413,63,26,0,0,0,0,0,0,0,25,89
75377490,107,72,7,0,0,0,0,0,0,53,186
34910825,167,159,0,0,0,0,0,0,0,89,326
94850113,299,197,4,0,0,0,0,0,0,55,500
31377023,3184,2819,4,0,1132,0,0,0,0,78,6007
151035254,2,2,0,0,0,0,0,0,0,4,4
166390486,6,5,0,0,0,0,0,0,0,10,11
171685025,16,7,1,0,1,0,0,0,0,12,24
169163382,9,6,0,0,0,0,0,0,0,12,15
178255854,22,11,0,0,7,0,0,0,0,12,33
167500562,38,20,1,0,0,0,0,0,0,33,59
164484046,38,22,0,0,0,0,0,0,0,23,60
181499014,44,33,0,0,24,0,0,0,0,41,77
159005218,35,28,0,0,0,0,0,0,0,51,63
149551390,37,32,0,0,0,0,0,0,0,37,69
152199306,102,67,0,0,0,0,0,0,0,64,169
180690930,80,61,0,0,0,0,0,0,0,51,141
158922286,70,65,0,0,0,0,0,0,0,20,135
181295206,108,100,0,0,0,0,0,0,0,62,208
151952646,38,30,0,0,0,0,0,0,0,24,68
160612858,47,35,7,0,0,0,0,0,0,37,89
153439078,19,17,0,0,0,0,0,0,0,25,36
190526070,43,37,0,0,0,0,0,0,0,33,80
175290345,49,29,0,0,0,0,0,0,0,36,78
163027286,31,30,0,0,0,0,0,0,0,34,61
149559518,25,9,0,0,0,0,0,0,0,13,34
165801458,60,59,0,0,55,0,0,0,0,38,119
192152318,127,68,28,0,0,0,0,0,0,47,223
170088389,269,149,115,0,1,0,0,0,0,64,533
160818490,173,126,10,0,0,0,0,0,0,49,309
193992998,9,3,1,0,0,0,0,0,0,6,13
214287078,4,3,0,0,0,0,0,0,0,3,7
197600222,7,7,0,0,0,0,0,0,0,9,14
203371094,8,6,1,0,0,0,0,0,0,5,15
201553086,13,3,2,0,0,0,0,0,0,11,18
202978910,20,20,0,0,0,0,0,0,0,11,40
178518894,27,24,0,0,0,0,0,0,0,25,51
203652234,23,18,0,0,0,0,0,0,0,35,41
210919890,215,95,46,0,0,0,0,0,0,49,356
176809337,114,49,45,0,0,0,0,0,0,48,208
162832366,88,73,0,0,1,0,0,0,0,60,161
202793322,102,91,2,0,0,0,0,0,0,58,195
218405822,9,7,0,0,0,0,0,0,0,7,16
222778206,12,12,0,0,0,0,0,0,0,19,24
241021814,93,65,1,0,0,0,0,0,0,34,159
25674232,6,4,0,0,0,0,0,0,0,5,10
42803129,47,16,4,0,0,0,0,0,0,23,67
21841824,16,12,4,0,0,0,0,0,0,15,32
23700639,6,5,0,0,0,0,0,0,0,9,11
37083005,6,5,0,0,0,0,0,0,0,8,11
3292298,7,3,0,0,0,0,0,0,0,4,10
19391867,8,7,0,0,0,0,0,0,0,13,15
61961797,68,46,8,0,0,0,0,0,0,40,122
4121166,23,11,1,0,0,0,0,0,0,22,35
39554605,13,11,0,0,0,0,0,0,0,22,24
28127955,19,19,0,0,0,0,0,0,0,22,38
36944361,41,45,2,0,0,0,0,0,0,31,88
37388425,24,14,0,0,0,0,0,0,0,17,38
46883581,20,17,0,0,0,0,0,0,0,29,37
2970042,21,19,0,0,0,0,0,0,0,28,40
20823883,26,19,0,0,0,0,0,0,0,31,45
9004425,21,17,0,0,0,0,0,0,0,13,38
43891041,24,24,0,0,0,0,0,0,0,32,48
57818997,28,18,0,0,0,0,0,0,0,9,46
49144473,41,33,0,0,0,0,0,0,0,29,74
65508485,27,24,0,0,0,0,0,0,0,43,51
33267037,27,20,4,0,0,0,0,0,0,32,51
27477123,32,25,0,0,0,0,0,0,0,28,57
37797977,52,37,1,0,0,0,0,0,0,41,90
37545621,38,33,0,0,0,0,0,0,0,41,71
10002955,44,31,0,0,0,0,0,0,0,23,75
41343033,46,43,0,0,0,0,0,0,0,50,89
12581071,48,45,0,0,0,0,0,0,0,46,93
27296863,68,48,0,0,0,0,0,0,0,45,116
45977321,56,55,0,0,0,0,0,0,0,32,111
24938707,79,59,0,0,0,0,0,0,0,42,138
8097733,99,60,0,0,14,0,0,0,0,54,159
42832533,79,67,4,0,0,0,0,0,0,51,150
56082757,119,65,34,0,0,0,0,0,0,71,218
2715850,60,33,13,0,0,0,0,0,0,45,106
16726639,76,71,0,0,0,0,0,0,0,66,147
44490269,66,47,4,0,0,0,0,0,0,43,117
10900843,92,73,4,0,0,0,0,0,0,56,169
47641449,148,86,15,0,0,0,0,0,0,52,249
61327273,132,107,0,0,0,0,0,0,0,43,239
31367335,158,99,13,0,5,0,0,0,0,54,270
29964719,159,124,5,0,0,0,0,0,0,61,288
7339113,240,162,0,0,0,0,0,0,0,81,402
42698497,115,40,0,0,0,0,0,0,0,40,155
15524355,337,320,1,0,0,0,0,0,0,73,658
29977423,396,356,3,0,0,0,0,0,0,88,755
41700273,971,788,0,0,0,0,0,0,0,77,1759
66374669,1058,663,1,0,0,0,0,0,0,49,1722
77693982,18,9,1,0,0,0,0,0,0,13,28
47173761,4,2,0,0,0,0,0,0,0,3,6
37536361,3,1,0,0,0,0,0,0,0,4,4
116166322,22,6,4,0,0,0,0,0,0,14,32
103845954,5,3,0,0,0,0,0,0,0,6,8
75830482,30,19,0,0,10,0,0,0,0,22,49
40318169,7,0,3,0,0,0,0,0,0,5,10
36829385,8,7,0,0,0,0,0,0,0,12,15
52767397,12,7,0,0,0,0,0,0,0,9,19
81399730,10,8,0,0,6,0,0,0,0,9,18
71088033,7,9,0,0,0,0,0,0,0,15,16
86608657,60,46,8,0,36,0,0,0,0,42,114
66407653,16,14,0,0,0,0,0,0,0,23,30
53741261,29,21,1,0,0,0,0,0,0,33,51
90870469,20,20,0,0,0,0,0,0,0,29,40
49346349,37,18,0,0,0,0,0,0,0,22,55
43899253,27,22,0,0,0,0,0,0,0,22,49
42938465,21,17,0,0,0,0,0,0,0,20,38
92110385,39,24,0,0,0,0,0,0,0,29,63
116747118,36,30,0,0,0,0,0,0,0,36,66
118619326,30,13,1,0,0,0,0,0,0,19,44
51071653,51,36,2,0,0,0,0,0,0,33,89
61979417,188,97,32,0,52,0,0,0,0,58,317
113422814,52,30,0,0,0,0,0,0,0,41,82
58680433,35,0,0,0,0,0,0,0,0,22,35
78470982,38,35,0,0,0,0,0,0,0,24,73
94341557,47,40,0,0,0,0,0,0,0,39,87
42880169,48,40,0,0,0,0,0,0,0,43,88
