user_id,email_creates_prev30d,email_publishes_prev30d,total_builder_events_prev30d
69464793,16,14,30
71648902,43,18,63
78743618,12,15,27
74578442,18,11,30
136150286,18,10,29
74150346,45,21,69
71873886,15,8,23
106110430,21,19,40
107574766,14,13,27
122458466,15,14,29
127899422,15,14,29
94875281,9,6,17
67639841,28,17,45
100153282,23,13,42
69174973,26,16,47
84403565,20,19,39
81484370,22,18,40
125158774,14,15,29
84330301,25,21,46
96390609,16,11,27
87774805,19,15,34
115122974,21,20,41
134316106,19,18,37
122449514,16,15,31
101151786,20,16,36
89850969,17,12,29
90938417,13,10,23
97051313,21,20,41
135275890,18,16,34
114591142,18,16,34
114443622,19,10,29
121743246,21,16,37
108164902,55,39,103
68436725,17,16,33
105613842,14,9,23
77208410,24,21,45
116595126,28,20,48
109927614,15,9,24
95912041,20,9,29
77658466,23,16,39
91494417,25,18,43
116596734,8,8,16
76624310,18,16,35
87337577,39,21,60
121153306,23,22,45
93580601,27,24,51
107505922,20,18,38
89677449,36,26,62
124147390,18,3,21
65771557,10,10,20
93443633,20,22,42
91273641,19,10,33
109738322,23,24,48
88580553,33,28,62
74338206,38,17,55
83028018,19,16,35
83482225,97,41,171
70341353,21,18,39
123835594,43,27,70
81479622,24,17,41
134182086,34,17,51
103801022,32,19,51
91049557,33,24,57
90000305,21,17,41
87942589,18,21,39
98956317,33,19,64
71777146,18,16,34
114005114,22,24,46
131176922,32,18,50
114819010,30,11,52
121849366,39,23,63
109865874,42,25,67
79190482,32,22,54
130406006,24,22,46
99074201,19,18,37
77222998,8,32,40
74951082,20,16,36
86232181,26,17,43
93115229,24,19,43
131709310,37,37,74
114039982,25,19,44
71535558,27,24,51
71741646,61,22,83
135266762,31,19,52
83121490,37,28,65
75377490,25,15,41
122780426,14,14,28
112658330,34,30,64
66492369,28,26,54
85591537,37,30,67
94815025,19,19,38
133149774,59,20,79
113839734,56,30,86
82481474,44,42,86
81144386,34,26,60
71702406,40,29,69
65894605,36,28,64
95365177,22,14,43
74061102,36,36,72
76142910,30,26,56
126932326,18,18,37
111153250,39,32,71
99521237,27,27,54
81073994,23,24,47
92380693,48,40,88
103671302,24,26,50
112783126,29,29,58
72399626,27,23,50
126918966,31,20,53
71453630,28,29,57
83910825,41,41,82
77065706,25,25,50
106616206,28,18,46
115049694,54,37,91
117118206,32,29,61
94542161,20,19,42
74495994,64,27,91
86925993,21,19,40
101304942,28,29,57
72985654,57,32,90
87151229,37,37,74
80424862,130,91,252
119774962,35,32,67
112020442,26,19,45
83218030,30,30,60
92103445,31,31,63
64001985,30,25,55
67645669,30,27,57
96124429,30,30,60
66813953,28,28,56
122675706,32,25,57
105972646,28,29,57
94957697,46,26,72
118532518,27,25,52
119031206,153,74,246
126576786,40,34,74
85379525,49,44,93
123851490,30,25,55
117176990,58,49,107
112354282,47,39,86
80627826,49,40,89
99119277,49,38,87
97064145,31,34,65
90627337,48,36,84
93212045,34,33,67
68358505,42,36,78
93014841,54,37,93
83232374,35,16,53
74412918,28,21,49
91203677,55,41,96
94833465,39,38,77
122381138,51,39,90
132797474,64,48,112
96868541,347,285,676
131233702,57,40,99
64291553,52,38,95
103819602,68,51,119
92749637,46,41,87
108206070,42,47,92
113905130,60,36,96
88339869,67,60,127
93832977,41,40,81
121907038,50,47,97
134933426,48,47,95
91221173,78,12,90
121436958,47,45,93
133993466,77,69,146
126895418,70,49,119
78370266,59,61,120
75320978,50,41,95
79231506,84,41,126
105464318,50,54,104
128599170,49,39,88
82792666,52,40,92
86922785,54,46,100
68405441,113,102,215
71963422,57,40,97
104243198,54,50,105
68726213,74,36,110
108811922,52,50,103
81892746,37,26,63
66351725,87,58,153
102340090,72,56,128
76476174,101,97,200
72856062,80,63,143
107633574,55,53,108
120938482,68,58,129
130918246,49,45,94
69356141,50,53,103
123660142,57,59,116
122691634,97,66,182
106067566,55,16,97
64746061,107,72,181
88199945,65,57,122
75437702,92,76,168
72791686,117,80,203
71677794,121,69,191
90816641,80,65,145
79766322,255,138,464
101397902,99,67,166
65432741,112,83,195
96934133,92,71,163
112922998,84,78,162
98136557,116,96,222
67417701,77,57,134
79843074,96,91,187
92692641,599,483,1182
135187938,91,70,162
95512473,137,102,246
90062157,94,92,186
76036390,107,115,222
95659205,88,59,147
119031706,144,98,242
130057086,124,102,226
101930006,133,114,249
109192494,116,108,224
75076782,86,70,168
127729954,114,99,217
109127078,170,127,303
104024658,21,20,41
107242754,199,154,363
72733766,193,160,353
109872546,213,172,385
123915094,224,169,395
79814510,208,188,396
69999941,215,177,392
114969062,233,237,470
127431958,252,230,482
121259322,286,283,569
88403189,2041,306,4033
188584366,2,1,3
187350566,2,2,4
185189418,5,5,10
231340290,2,0,2
129011774,4,3,7
151260342,5,5,10
151960142,9,5,14
213530390,4,3,7
193623262,8,7,15
216796462,4,4,8
204749954,5,5,10
145154438,4,3,7
163379078,5,3,8
142781913,5,4,9
236313434,4,3,7
150619726,7,3,10
155497198,9,3,12
150201842,6,5,11
242179674,4,3,7
220933238,8,8,16
168080402,6,4,10
207897302,20,5,25
223583886,10,0,19
212493690,35,2,37
162757186,40,28,69
204347070,17,13,30
195250634,23,16,39
142304313,18,17,35
209431414,13,0,25
201120726,24,18,42
188761542,25,20,45
156497646,16,15,31
217142442,1,1,2
188861046,15,15,30
186442490,13,14,27
209878670,20,17,37
128974622,25,17,42
144926342,19,16,35
135827046,32,26,58
227376586,25,24,49
155302066,26,21,47
133729738,31,28,59
140323901,37,38,75
225322770,44,30,74
146421234,55,31,86
160409474,42,38,80
241465466,65,55,120
236455978,41,37,78
133962886,16,13,29
204217918,43,19,62
138400969,111,116,227
183814402,59,45,104
148891322,69,43,112
161108598,73,60,133
229767538,72,56,131
237128638,103,72,176
223968242,424,256,708
204307690,2,1,3
163438658,4,3,7
130722118,20,11,31
241466946,6,4,11
198887782,6,2,8
136263994,5,3,8
233190878,6,4,10
154132998,2,4,6
130537190,5,4,9
143508817,6,5,11
214512674,6,5,11
145811210,4,6,10
193943298,1,5,6
127498598,8,8,16
209541374,23,10,38
145402674,9,6,15
197913890,12,7,21
193602126,14,10,24
169287106,16,11,28
142413337,17,12,29
197005982,9,6,15
193929606,12,11,23
145293894,13,13,26
228355778,28,17,45
237062146,13,15,28
208597746,14,10,24
245329462,49,37,86
230637890,26,26,53
182244774,29,21,50
149871118,26,26,52
166490782,45,38,83
207823862,23,18,42
146821006,36,25,61
138222761,24,22,46
191500122,32,16,51
137282153,57,56,113
214059058,40,30,70
200386950,35,24,63
154929402,29,26,55
215939194,41,33,74
221031978,47,28,75
156952902,32,30,62
191708498,41,34,77
144682418,77,33,111
145081990,35,34,73
214105202,53,39,92
238872822,51,49,100
144323925,64,52,116
208161322,70,68,138
197052938,55,52,107
167802822,98,48,166
145394082,106,92,198
245975486,89,45,140
245107950,114,78,193
189675414,126,98,229
247613149,311,160,494
123482550,27,13,48
198687066,4,4,8
212846526,330,180,630
208732626,419,302,832
247684445,33,30,63
137894009,48,37,85
249066075,26,20,49
248624957,85,68,159
250362847,21,0,21
250388983,3,2,5
250195283,1,1,2
250336683,4,0,4
250224219,2,0,2
248931065,1,1,2
247693862,9,7,16
247083936,17,5,25
249311262,12,8,20
247280403,3,2,5
249185827,16,11,27
249007343,10,0,12
247388829,6,1,7
245925906,40,20,61
245138594,35,21,60
247389217,91,2,93
22945359,12,8,20
64661,2,2,4
4907330,3,3,6
23179595,18,12,30
13758583,3,3,6
18533663,4,4,8
13249915,8,4,12
13239639,7,5,12
15494335,2,2,4
24689779,3,3,6
20950719,16,10,26
20371532,9,7,16
26936135,18,5,23
8783417,16,7,25
19270607,13,8,21
6156394,13,12,25
30162827,7,7,14
29790103,4,4,8
17837399,19,14,34
26476971,14,6,20
20618447,14,9,23
10325827,22,16,38
20258976,13,14,27
21550027,20,13,35
21611171,17,15,32
11459895,18,20,38
6652998,21,16,37
22220643,33,28,64
24994867,23,13,43
8418881,18,14,32
30243215,34,0,67
24314127,50,31,85
19200947,76,44,129
24966615,103,71,177
19049167,45,41,87
5539366,64,62,126
28773219,93,82,178
189964570,1,1,2
213773594,1,1,2
161965846,2,2,4
183882466,3,3,6
213335382,1,1,2
176727174,3,2,5
179037578,2,2,4
210844866,2,1,3
208105082,3,2,5
165457258,3,3,6
189719534,2,2,4
165233674,1,0,1
199373850,7,2,9
154551978,1,1,2
210776474,4,1,5
171157229,4,4,8
163333698,5,3,8
174509753,6,2,8
213054610,0,3,3
191789086,6,4,10
162518302,5,4,9
185976522,5,3,8
157076442,11,8,19
207815774,61,47,110
190672174,6,6,12
172862977,5,6,11
168949282,16,8,25
203108186,8,6,14
201684770,6,7,13
176721138,10,5,15
204100466,10,7,17
162416694,11,9,21
171527297,6,5,11
196523838,6,7,14
204676150,13,12,26
202788206,43,28,78
183999258,12,7,19
190303354,14,7,21
199340158,23,7,32
190331914,16,8,25
207523750,12,6,18
208655010,11,8,19
176004469,18,7,25
170277445,11,9,20
176083317,4,7,11
193718602,25,13,44
172924069,13,9,23
210147866,15,12,27
169660049,25,14,39
156883618,9,9,19
188856202,16,16,32
184716738,12,11,23
193282538,9,8,17
192946430,26,8,48
186136258,16,11,28
184613410,13,10,23
201014590,16,12,28
164141474,10,10,20
161216130,16,11,27
198063294,14,14,28
199386694,14,13,27
173073317,19,13,32
156485538,14,13,27
183215082,14,8,22
181258178,19,7,26
175781369,13,10,23
174069317,16,14,30
157732894,11,11,22
174939153,17,17,34
153959538,12,10,22
166101154,19,16,35
185064786,13,10,23
206774926,29,22,53
199202502,32,17,49
167888654,18,20,38
172757509,8,4,13
198048642,22,14,36
195935366,24,19,43
161759970,16,16,32
200127266,15,17,32
165428978,20,10,30
204909554,40,24,64
156345390,15,10,25
183212246,9,6,15
177651533,21,19,40
166490946,23,0,45
204190606,22,22,44
165029622,19,18,37
213345994,19,20,39
165302254,19,12,32
193682054,41,27,71
203039230,44,24,68
188693226,18,16,34
208017382,18,12,30
203458254,22,22,44
181567070,24,22,46
156844642,18,10,28
209340250,24,9,33
162832366,29,26,55
211842242,21,9,33
162806362,41,32,73
212663102,29,27,56
163129706,49,27,76
200094470,34,27,61
184641638,24,17,41
203137318,32,24,59
191743846,28,22,50
204444802,60,34,103
164653130,34,14,57
172238045,44,60,104
177849341,33,11,53
184993818,39,34,73
207059310,47,41,89
196853886,58,47,105
162599926,31,27,58
188533778,39,25,64
212390330,35,33,68
166236842,21,15,36
187954398,48,42,90
183607134,11,6,17
161421986,44,37,81
184307482,71,43,114
208806450,32,30,62
178445434,110,74,187
176597401,125,72,201
160981878,61,53,116
196853638,100,65,165
183732098,66,46,115
154398358,106,56,187
165171518,97,86,183
155064906,95,98,195
210799186,168,65,234
155276866,116,104,220
208778762,209,173,382
196629194,12,11,24
176976757,5,4,9
183839370,2,2,4
197254386,1,1,2
177346645,2,1,4
164345378,3,2,5
176292265,4,4,8
204142814,4,3,7
198252026,4,4,8
198233190,6,4,10
166693598,2,2,4
203135754,7,6,13
190378010,34,22,59
177082225,15,9,24
198661478,7,6,13
179386762,17,13,30
160108154,5,5,10
166562854,14,8,23
156529950,7,7,14
195139014,9,7,16
160717082,15,11,26
168059262,10,9,19
199364810,9,7,16
204254398,11,5,16
157165110,18,9,27
173043729,5,1,6
188845726,7,5,12
170658173,9,10,19
168790082,10,10,20
204332606,7,2,9
199011954,1,0,1
198379670,12,8,21
195525358,11,13,24
192013610,15,13,28
157581626,15,9,24
178214142,21,16,37
188750182,7,6,13
157169858,22,18,41
199774810,13,14,27
186791082,13,13,26
173923445,12,12,24
187776678,17,11,28
167203994,19,19,39
183320382,16,15,31
198416226,11,7,18
181691882,10,8,18
156764010,16,14,31
197026318,26,19,45
201928750,26,16,42
171892597,15,16,31
192999458,23,22,45
159139190,41,30,78
161407706,46,24,70
168517658,24,17,41
166564786,24,23,47
199848134,32,30,62
194953230,109,51,161
156850150,41,40,81
176621625,56,41,97
189147570,50,33,83
185105942,56,55,111
188629902,91,84,175
3661854,3,2,5
832905,7,6,13
3039538,17,3,34
2187509,10,6,16
1919589,7,4,11
1224509,7,6,13
2729830,32,18,56
848209,11,11,22
2712869,13,7,20
154737,10,10,20
2060505,26,8,34
41204565,2,2,4
63713385,2,0,2
106287850,1,1,2
61045773,69,41,114
96765973,3,0,3
44776861,2,2,4
54044117,1,1,2
100297762,3,2,5
80678862,5,2,7
65252329,3,2,6
82254262,3,2,5
97722261,2,3,5
74317522,8,3,11
43743089,3,2,5
74198122,18,5,23
38386197,2,2,4
61298301,2,2,4
35548245,7,5,12
38144541,103,86,191
68255957,46,48,95
107465422,2,2,4
58019409,4,3,7
51517781,7,5,12
100937158,6,9,15
54002833,4,3,7
39411545,15,7,23
47329013,11,6,19
51611765,67,53,124
48897889,4,3,7
103324074,6,5,11
85028341,5,3,8
61430157,7,6,13
63917901,6,4,10
49151581,6,5,11
52504917,22,17,44
42402053,2,2,4
68666325,5,5,10
94505945,7,4,11
100340830,10,4,15
98399593,7,6,14
61870253,6,5,11
98949677,1,1,2
47784793,3,4,7
55449777,8,7,15
91084905,4,4,8
89356985,20,7,28
54830817,155,105,264
51515361,108,78,191
95848085,8,3,11
108579534,10,5,15
34594917,4,4,8
94695281,2,3,5
109046090,8,5,13
67601173,3,3,6
58239673,5,5,10
51806817,4,5,9
102233210,10,5,15
108716982,4,4,8
48539921,3,8,11
53284046,4,5,9
101895450,1,1,2
45768605,32,14,49
88449981,4,4,8
100412870,10,2,12
41422097,5,4,9
58517809,1,5,6
94596453,6,6,12
89821677,9,7,16
44997849,8,9,17
55996681,8,8,16
54310353,6,7,13
73806478,7,8,15
72475730,6,6,12
75211382,9,6,15
82334750,5,5,10
67766509,5,2,7
91305789,10,8,18
56873473,6,4,10
65886421,8,8,16
61007729,5,6,11
36893657,42,39,83
36781605,8,7,15
102543346,8,7,16
61365837,8,7,15
105889246,7,6,13
55049373,9,6,15
79446734,14,7,21
48214925,51,29,88
47599117,11,11,22
106408002,5,5,10
61911597,6,4,10
42784877,12,6,21
35528885,14,12,26
109017286,8,6,14
63416273,9,8,17
43221413,5,4,9
78290374,6,4,10
74782486,3,3,6
51546709,6,3,9
106990850,5,4,9
45559973,4,3,7
59207585,10,5,15
64639833,6,8,14
87114549,3,2,5
108719898,10,7,18
50562957,7,9,16
46952241,12,10,22
43726245,16,8,25
40533117,12,11,23
58084241,15,11,26
53492477,21,11,33
85577301,15,9,24
60860537,8,8,16
98776153,9,9,18
49104473,8,5,13
54704697,14,9,23
38053913,8,8,16
55916273,14,9,23
105163998,75,54,139
95177961,12,8,20
37023193,10,9,19
106449958,12,4,16
66704049,15,12,27
60371109,25,17,42
38164385,9,8,17
61599469,12,8,20
63692453,11,11,23
54563273,9,8,17
94352033,14,10,25
53696029,18,15,33
61361861,9,9,18
45034625,14,11,25
84457645,14,10,24
39812113,23,12,35
74679926,12,13,25
102763330,10,7,17
103494230,11,7,18
68823661,30,25,55
45812817,18,13,31
38225021,8,6,14
82381978,11,11,22
53381697,26,15,48
63994261,9,8,17
34151781,8,5,14
76064882,13,13,26
50538913,23,20,43
47112477,19,15,34
68260153,14,11,25
46145165,18,14,33
40501729,21,14,35
81828710,14,16,30
66640409,12,4,16
34878165,32,10,42
40198905,29,15,53
39645005,22,19,41
39823149,21,14,36
91440397,13,9,22
41175293,14,13,27
105828566,23,14,37
86886313,13,8,21
93306253,28,24,52
46094905,23,15,41
71082921,19,17,36
53769077,8,8,16
45936873,15,15,30
53141089,7,13,20
41791173,18,15,33
50554633,15,17,32
56081469,11,6,17
46758709,17,19,37
94497997,23,9,32
41391597,17,15,32
62912277,15,16,31
44669633,10,8,18
89938813,54,14,71
44733685,32,23,57
105472258,21,16,37
52733021,18,17,36
89391353,21,15,36
39724725,15,12,27
40101821,26,21,47
53927697,22,20,42
91630693,22,25,47
37534613,26,23,49
88778501,25,17,42
55842069,36,16,52
73782546,22,15,37
49212281,30,16,46
46707061,24,12,36
50574917,32,30,62
49153313,23,19,45
53489925,15,13,28
60128101,9,5,14
60877917,40,16,56
37548965,21,16,37
40607861,18,19,37
97168337,24,16,40
60721765,20,20,40
62181393,21,20,55
49748653,22,17,39
88220629,9,3,16
58017405,19,20,39
63923041,22,17,39
57542853,22,15,38
49932425,25,25,50
38887005,352,192,578
58094381,76,22,148
89241985,26,24,50
39424177,21,21,42
93693081,28,24,52
57143661,25,21,46
63068721,21,22,43
53993733,21,21,42
37904045,44,21,73
36386745,41,30,73
57553181,71,26,101
48377461,35,25,61
39809465,30,23,53
46479233,26,28,54
36628585,38,20,63
42846461,37,29,66
50155305,26,27,53
55590069,29,24,53
39083866,18,16,34
82334234,33,31,64
56452157,35,30,65
54377621,27,27,54
46458461,34,21,55
89435033,30,10,59
49651845,25,24,49
34168753,49,31,91
71631846,34,26,63
49461709,55,41,109
55201741,63,32,107
61234821,22,26,48
50545965,29,28,57
39976221,41,32,73
54131077,33,33,66
91552557,36,30,66
48338277,29,29,58
56621393,41,32,78
55595133,22,18,40
50419257,28,20,48
77030526,36,30,66
53110517,24,9,34
57066717,37,30,67
44151889,60,30,90
42617313,33,19,52
47893485,28,15,43
53919717,39,15,54
39753845,33,28,61
44516705,31,23,54
56946561,31,31,62
62869993,54,36,90
51500177,61,47,110
51265005,72,53,131
47267785,41,36,78
42640593,29,21,50
45537125,41,36,77
44444345,58,41,101
40194705,44,41,85
45238617,1160,542,1734
53244405,66,54,120
34619177,48,42,93
52005485,124,76,233
103710002,52,30,83
58109217,48,40,88
70672689,35,32,67
42284157,59,45,107
38115009,38,39,77
47326049,43,36,81
54274505,49,26,75
42921301,58,42,100
54456965,45,30,78
51925161,52,47,99
39211742,42,40,82
44238689,41,41,82
40296593,130,49,208
53257229,65,45,111
44834377,47,46,93
79451226,56,46,103
49186177,34,29,63
38748697,66,41,107
34384185,73,52,125
52519093,54,44,99
47972045,44,51,95
46153237,63,50,113
44758929,57,51,108
33839909,47,45,92
51849749,63,47,125
64210129,46,46,92
94359489,113,82,195
55212825,85,69,158
50894485,48,53,101
53480701,60,47,107
57242890,67,44,111
63515801,87,71,159
95557041,43,15,63
49547777,59,62,121
59593189,93,86,181
60437245,88,88,176
45468333,143,103,246
43876021,103,99,202
44882113,158,105,263
61804273,134,130,264
46708497,119,106,225
82034114,86,55,148
59354017,104,87,197
67955829,133,141,274
52467405,120,118,238
39358613,134,121,255
53786041,193,147,341
59273049,188,178,366
61760277,232,206,438
48881533,179,121,310
51890805,314,234,552
35548973,253,253,506
42902273,289,273,563
57344757,350,334,684
103910662,533,523,1056
41955037,0,1,1
18307611,29,5,34
9619125,2,1,3
40195545,14,11,27
47401593,1,1,2
8665005,2,2,4
16540851,1,1,2
43387401,1,1,2
9239649,1,1,2
45916589,2,2,4
35010677,3,2,5
141921,4,3,7
14113051,2,2,4
10668043,2,1,3
32248070,4,2,7
44533641,3,0,6
5587710,1,1,2
51977385,2,2,4
37726977,2,2,4
53476117,1,2,3
17186939,5,4,9
35302125,2,2,4
25568148,2,2,4
5716758,6,5,11
17337832,16,4,29
46419517,1,2,3
15226619,4,2,6
23314131,10,15,25
13735143,5,3,8
4983462,7,5,12
51890689,5,2,7
60283093,3,2,5
60251769,7,5,12
39441249,7,4,11
18013995,7,5,12
38562629,5,6,11
57233897,7,6,13
8612189,3,3,6
16244023,14,5,27
21732511,8,3,11
55617153,5,4,9
6190250,26,6,42
5536622,6,3,10
60029853,4,4,8
23741275,3,1,4
35113685,7,3,10
52282621,3,4,7
63672169,4,4,8
40356401,8,9,17
12457967,8,5,13
26621583,8,4,12
64130985,3,3,6
64632333,3,3,6
44629125,11,1,18
4395426,4,4,8
7735117,6,1,7
45472073,7,7,14
10492319,8,4,14
9426777,5,5,10
37328781,2,3,5
18954471,6,3,9
5587846,10,9,19
49978537,5,5,10
23325199,3,4,7
32275631,8,3,14
27353787,7,3,10
31423671,5,5,10
6112662,10,8,18
2877554,6,3,9
53750933,5,5,10
30729939,10,5,15
51256565,10,5,15
19252695,12,10,22
66208981,4,5,9
33095558,6,4,10
23366163,6,3,9
18328787,4,3,7
42116445,5,4,9
3765514,8,8,16
26371919,8,7,15
39936861,4,4,8
54634577,14,11,25
58108297,3,9,12
65693933,9,6,15
43640241,4,4,8
29227983,6,3,9
56467813,6,6,12
39748565,11,7,18
46670317,9,8,17
217109,6,6,12
5861730,41,31,75
9604237,8,5,13
23837035,9,7,16
54785105,7,6,13
61398069,11,9,20
48946725,11,11,22
52419693,8,7,15
58305329,8,8,16
44030453,8,7,15
49557925,6,10,16
56094797,10,11,21
11560223,13,9,22
17825279,8,6,14
54388069,9,8,17
33879669,11,9,20
64586353,11,10,21
16994223,21,9,30
18722663,12,11,23
37270721,8,8,16
51248197,12,5,17
42287881,12,11,23
52203381,14,7,21
30021299,17,12,31
58064477,12,9,21
32677682,7,7,14
688105,4,4,8
11646151,13,11,24
25469619,9,6,15
48526045,9,0,18
7356941,11,8,19
6449318,8,10,18
38390849,6,5,11
42500041,10,9,19
45673153,11,7,18
25538251,32,17,49
8344005,17,16,35
31294779,14,7,21
44975689,8,6,14
30010147,12,12,24
14960655,10,8,18
10645407,15,9,24
16363115,25,18,44
43644961,17,12,31
40519057,12,3,15
1356345,5,5,10
7162025,9,4,13
36568693,8,8,16
19127063,24,22,46
62195417,18,10,28
38937017,26,13,39
51715801,11,9,20
13211015,15,12,27
22132027,22,20,42
52844825,17,11,28
25243659,28,12,40
34882573,27,13,41
58178701,10,7,17
58340409,75,25,138
27600279,84,69,166
15621907,25,2,29
36326577,14,14,28
31688219,26,11,37
17783483,15,13,28
26496875,19,16,35
44647581,16,16,32
41267333,14,15,29
27296863,25,19,44
23954579,39,17,56
60865977,18,12,30
7339777,16,15,31
36355781,28,13,41
13468751,24,10,37
31962031,18,14,32
61661597,24,20,44
21710427,37,18,55
22796151,21,19,41
18227659,34,21,60
63320181,18,16,34
5365102,16,10,26
32074110,25,20,45
16560903,15,20,35
21570411,6,10,16
25085127,19,13,33
13533467,20,14,34
45941297,22,18,40
30792867,27,22,49
17989283,19,16,35
31787287,33,19,54
22124759,20,18,38
55954409,22,9,32
45570333,23,14,37
11086387,39,24,63
5436326,32,19,52
63958521,21,18,39
59345573,26,14,40
17714975,23,22,45
47099633,25,21,46
52886941,23,22,45
20536639,24,23,49
19703887,73,37,111
29522499,33,25,61
26826607,25,17,42
26556231,45,29,80
22777963,28,23,53
9640721,33,20,54
45395577,20,11,31
50801853,27,3,31
15391443,25,21,46
18980931,34,30,64
9934691,35,23,58
32798462,15,13,28
28164019,25,18,43
20629683,12,11,24
36811933,24,19,44
28279559,21,19,40
18353943,20,12,32
48747189,18,20,38
24676303,35,31,66
41172037,22,16,38
31549247,31,17,50
30015411,43,35,78
8532673,37,36,73
14505535,63,52,121
31409203,37,36,73
7356209,43,28,78
8151797,42,43,85
58207221,25,21,46
26068231,42,20,62
33404077,73,90,163
30013647,50,48,98
32545106,54,21,75
24608839,42,35,77
45689613,68,31,116
18572399,56,53,109
10616355,265,95,466
15622283,79,61,142
33399301,77,64,143
15862447,51,41,93
26338967,125,90,215
5237214,46,43,91
49914433,52,43,95
32613230,60,45,105
29475955,87,34,121
19457227,98,70,172
31457903,73,44,141
14198959,68,52,122
26554715,98,77,176
31175631,73,73,146
17887867,94,0,94
31755171,98,81,179
9640489,117,78,196
18601499,85,54,141
226176198,1,1,2
248830556,2,0,3
236325118,7,5,13
242213142,2,1,3
235697210,2,2,4
237042914,2,2,4
247041696,4,3,7
248692684,4,1,5
249761815,5,4,9
247449278,3,3,6
221705942,9,4,19
234695210,6,4,12
239504626,11,7,20
217001542,3,3,6
246891020,8,8,16
215514442,4,3,7
233520830,4,3,7
217542098,4,4,8
245424610,3,3,6
235374482,6,5,11
219215338,4,4,8
219120378,6,3,9
219208866,6,6,12
215510194,4,4,8
243354790,4,0,4
223130362,9,9,18
227732982,4,4,8
231830838,6,5,11
232914278,9,7,16
221249118,4,6,10
226855314,11,8,19
236157870,10,9,19
217953310,7,7,14
242569742,9,8,17
235791018,21,16,37
249308321,7,6,13
238485990,16,8,24
213927170,3,3,6
221980246,11,7,18
216500438,20,10,30
238914866,12,16,28
222504938,17,14,31
247894308,17,12,29
235457762,9,9,18
248808078,23,15,39
225283866,9,8,17
241595494,9,9,18
235775422,21,17,38
231047186,16,9,26
213373942,17,16,33
242357614,16,2,32
227398534,13,2,22
225422698,22,12,34
241184174,10,10,20
224964450,21,16,37
222416430,27,19,46
244464422,31,8,46
222638406,24,14,38
235415662,24,22,46
215507654,13,8,21
224177586,19,16,35
237903138,60,15,91
222903782,45,40,86
224957258,37,22,59
222278526,29,25,54
225904706,35,24,59
241468082,25,30,55
217625290,8,8,16
217922558,26,28,54
223124438,108,62,181
232401914,57,49,106
228052022,76,70,147
238576042,51,20,74
223533766,97,73,170
233519450,119,90,209
225257758,123,85,209
230054974,88,0,88
228162766,399,378,777
212597594,226,208,435
30622555,2,2,4
23430147,16,7,24
2341786,1,3,5
11140883,0,2,2
25889859,3,1,4
4611518,1,1,2
19682503,0,1,1
20359436,2,2,4
8091201,1,2,3
23024755,6,4,11
24000267,16,12,29
24096935,2,2,4
31691279,4,2,6
32365386,6,6,12
2638690,3,0,3
18169923,17,11,28
7878477,3,4,7
22380379,8,3,11
15326811,3,4,7
32813630,9,7,16
19161607,10,1,11
19125443,8,7,15
15471619,5,5,10
6977581,3,2,5
8444289,5,5,10
31640251,5,4,9
22362967,6,2,8
10417351,6,5,11
22779191,5,5,10
10663335,5,5,10
15053295,5,5,10
31004415,7,4,11
32266770,5,1,6
22504671,6,4,13
29143915,11,10,21
25979571,8,6,14
26501159,6,6,12
17737927,5,3,9
26779343,7,5,12
24073951,10,7,17
31227331,7,6,13
27882119,10,5,15
10513099,17,10,27
33395893,11,5,16
29604675,9,5,14
5066622,11,8,19
8278057,12,11,23
2198953,15,9,30
20545651,12,9,21
10996463,8,4,12
20443240,9,6,15
30115607,16,8,24
28371,3,3,6
9149269,12,9,21
22278455,11,10,21
29537071,18,2,20
14581891,9,10,19
29951163,21,7,28
26391427,24,10,35
24425311,77,26,112
6127486,11,12,23
5812550,16,13,29
31982915,13,12,25
32657866,19,8,31
24714827,21,10,35
24087635,8,11,19
13369063,21,19,40
265929,19,10,29
10743047,16,13,29
14983879,17,16,33
26003471,21,13,34
30044871,21,11,32
26264667,12,5,17
10860255,21,9,31
21535255,15,6,27
29790399,22,19,41
29424183,12,7,19
18179807,18,13,32
14844095,25,22,47
26473463,24,16,40
28328907,53,34,97
17575079,19,21,40
20409056,34,34,68
204587238,1,1,2
216409582,3,1,4
214053014,3,3,6
247529446,5,3,8
200700294,1,1,2
222927578,3,2,5
220584282,2,2,4
218357542,7,0,9
220211166,9,5,14
228185978,5,4,9
240574358,5,3,8
228462154,2,2,4
203305306,17,14,31
244085942,8,6,14
215085258,12,15,28
231209518,18,10,30
220330810,5,4,9
231633902,8,6,14
233435154,11,13,24
199688174,6,8,14
202750590,7,6,13
234403774,7,0,7
230039206,4,6,10
205365438,9,8,17
218995318,9,6,15
235321002,15,14,29
227832714,236,223,467
216789190,6,1,10
207947962,12,9,22
210426450,6,6,12
198228394,11,8,19
247437895,20,3,29
222470562,15,13,28
234574566,15,0,29
231315790,17,18,35
214062910,14,14,28
225278966,6,3,9
216958578,14,10,24
227815222,21,15,38
213627634,15,11,26
221168046,63,33,98
203634042,25,26,51
219306250,15,16,31
224464882,44,40,85
220491058,40,34,74
212319346,39,39,78
209582638,171,64,245
3596594,1,1,2
12045439,1,1,2
2219877,3,3,6
777049,2,1,3
8494153,1,1,2
8850053,7,7,14
125601,9,6,15
7072433,14,14,28
10258087,12,11,23
11353647,37,10,49
13186059,13,10,23
12031943,14,7,21
10240815,3,1,4
6201834,33,27,60
