user_id,email_creates_prev30d,email_publishes_prev30d,total_builder_events_prev30d
105318314,4,4,8
74435122,4,3,7
112956954,14,6,27
86833601,39,43,88
92191445,6,5,11
93106421,3,2,5
92725633,10,9,19
90227889,5,6,11
94508925,10,5,15
84826617,7,3,10
75832678,9,7,16
99749426,6,4,10
115844882,2,2,4
84717193,17,11,33
73273970,71,45,123
85325625,3,3,6
127696530,3,3,6
128662526,3,3,6
136919513,6,9,15
131224770,4,4,8
91476249,5,4,9
129536022,31,6,37
89387213,5,3,8
98589857,83,74,162
97046637,25,8,42
87094829,2,0,2
119418942,2,2,4
114640290,5,5,10
101095282,4,5,9
99496041,4,5,9
89474645,9,6,15
92662733,5,4,9
99956030,7,5,12
84994801,5,5,10
132161866,5,5,10
131775802,5,5,10
132081162,9,6,15
64936017,14,4,18
77939062,10,7,18
111634330,16,7,24
91851617,6,4,10
113077262,13,10,23
133133266,12,12,24
109003042,9,5,15
132548546,6,6,12
71092097,4,4,8
109030698,9,6,15
66334341,68,49,121
108987674,20,9,35
123540430,10,5,15
77726486,5,5,10
69077245,7,6,13
118184494,13,6,20
105762398,10,5,15
105226094,40,16,62
126650422,30,12,45
86302293,8,5,13
134169842,13,4,17
74568554,7,6,13
89987505,5,5,10
103329910,6,6,12
77786122,13,7,20
67255373,6,6,12
99637897,10,9,19
81568734,12,11,23
63980073,43,8,63
136769605,27,11,50
120408266,6,6,12
89872033,6,6,12
112351230,72,51,132
81087126,67,54,130
112758310,12,11,23
68600761,12,13,25
105319878,9,9,18
71179805,12,9,24
115835906,12,7,19
92347573,9,8,17
73461166,12,10,22
113919902,14,10,24
82833274,15,9,24
104490930,16,10,26
89639633,12,4,16
124180514,12,7,19
87910713,13,9,26
116397886,11,11,22
99674594,33,8,41
94740529,16,7,23
85740209,16,8,24
98696189,8,8,16
67715001,15,10,25
70740157,7,8,15
100578142,8,7,15
85589193,4,3,7
90502905,17,14,31
72596234,10,5,15
135253142,5,3,8
68300005,13,11,25
118087026,18,9,27
113796958,9,9,18
118912210,13,13,26
121515206,11,11,22
89464721,13,9,26
67481661,33,21,66
87098121,17,10,27
105470086,8,9,17
84804457,22,11,33
112866706,14,12,26
121578314,11,9,20
115675882,11,10,21
74339194,9,9,18
72306322,13,14,27
131986114,12,15,27
91713449,18,12,30
88998201,15,9,24
120044382,11,11,22
80158738,56,21,92
69407925,17,10,27
89945125,18,9,27
68996285,24,13,37
72312082,28,24,52
131568570,21,9,33
65294813,47,32,88
77656518,9,6,15
76609102,16,14,30
69034141,12,12,24
90878373,12,12,24
114872290,17,11,28
108957086,15,13,28
126874210,21,11,35
120583242,35,25,60
72381854,17,18,35
106431614,12,10,22
72792630,14,11,25
77660866,14,14,28
106197822,9,9,18
104483014,22,12,34
136687197,16,13,29
75319694,16,9,25
101745334,18,13,31
87170313,18,9,27
81615554,9,9,18
93573985,19,16,35
80498886,16,14,30
110475002,31,12,43
77365846,30,24,54
92298129,16,11,27
91891681,11,10,21
85186725,8,5,13
71257958,9,9,18
109713406,17,12,29
93425233,18,15,35
86194277,30,25,56
77226046,23,15,42
79482542,23,18,41
134603006,17,16,33
101458118,16,11,27
108781934,19,19,38
94345721,16,12,28
115758938,25,22,47
98934325,45,30,77
77657886,19,14,33
100782302,16,14,30
67662689,22,13,36
74857378,30,18,48
86632185,11,14,25
66624685,26,15,41
117009422,31,21,52
118696598,21,18,39
100778062,16,12,28
106630046,22,17,39
85989525,18,15,33
85987877,16,15,31
134840922,25,25,50
65911189,17,9,26
104159806,17,16,33
92241817,29,16,47
130357542,30,16,46
65953809,26,24,50
69758341,16,18,34
117798798,19,7,26
133430414,13,10,23
96360761,20,11,31
129091906,15,13,28
72449310,21,21,42
70153633,38,35,73
92524429,93,52,172
86173189,20,15,35
128813114,26,18,44
119193834,24,23,47
102916522,31,22,53
102955074,21,12,33
132896262,12,10,22
122634250,24,17,41
93281081,22,20,42
66114553,22,16,38
124106118,39,26,65
69574461,12,6,18
96396121,19,20,39
103352710,34,30,64
136255082,34,28,62
112568094,23,18,41
102793494,23,14,37
75750366,31,26,57
92939125,56,37,95
91498921,8,4,12
72787366,19,20,39
85901541,25,25,51
96898269,25,24,49
96392725,61,25,108
123802806,21,21,42
95099389,20,21,41
80954902,30,22,52
101161274,84,62,168
106333378,17,9,28
64015509,23,21,44
93404897,25,22,47
65543633,37,22,59
70745533,17,16,33
72850886,18,13,31
122447414,21,22,43
112227190,19,18,37
100728974,33,24,58
98645393,55,54,109
108349854,31,30,61
87176661,28,21,50
109537870,20,19,39
82379154,41,33,74
67094865,26,29,55
99055849,26,20,47
109753450,28,24,52
134326558,20,7,27
97334037,47,28,82
97911069,37,29,66
136198870,31,26,57
114883374,24,28,52
79442478,27,28,55
109469070,33,27,60
84594557,43,36,79
81904682,20,27,47
70180441,32,20,52
108367398,77,54,157
113216834,37,20,57
80310742,37,32,69
90837661,22,16,38
77201610,53,46,99
80116890,30,27,57
123143082,21,22,43
83311141,47,32,79
130124910,54,53,107
81241950,51,33,84
124352606,30,28,58
79542114,36,35,71
88448897,39,34,73
85443325,35,30,68
127911890,61,39,101
112444386,32,31,63
65860385,51,10,64
97622397,35,34,69
126950730,50,38,93
113542782,41,37,78
88253985,33,32,65
73228750,38,37,75
122394774,79,43,130
93224561,35,26,61
122029878,41,37,78
65234229,33,28,62
90735641,63,48,111
70317869,49,31,80
112851642,133,69,244
120906738,24,14,38
83842081,52,41,93
102885358,52,45,103
115397890,36,19,59
131980914,71,54,125
98402241,33,28,69
131249074,55,46,102
86379365,39,0,77
120929034,36,32,68
130099514,56,52,109
84671989,34,32,66
69040377,60,49,110
135651974,64,48,112
109523038,107,73,180
96238005,60,53,113
91287645,32,32,64
123547798,45,34,85
122560478,48,45,93
101585350,52,41,93
67040681,49,41,90
65641105,42,40,82
82409626,53,48,101
104750218,52,46,101
135919662,43,40,83
80537214,54,41,96
94541577,59,47,106
133203070,70,45,134
117608598,65,55,120
99807194,62,51,113
108313890,58,52,110
84353117,249,155,458
120614202,57,53,110
75106498,50,44,95
88381413,56,56,112
120612806,80,58,138
135589526,80,64,145
113054242,30,30,60
134135898,310,164,543
109868734,43,0,82
109989662,64,54,118
119459822,83,60,151
105653910,68,67,135
70776009,84,71,156
131711454,96,42,141
128246006,98,70,168
120963822,110,82,192
93868165,90,61,157
99491381,107,77,186
72224810,108,104,214
96442277,93,79,172
110137774,103,97,200
128702322,88,83,171
77515922,135,78,213
86291189,181,171,353
68082601,103,92,196
97059817,102,83,187
105044530,71,68,139
117712638,402,281,778
81482106,96,53,151
98514617,103,58,163
89957209,127,97,224
72242058,114,102,216
103926862,141,132,273
85306593,118,113,231
80463578,105,74,182
112839718,109,106,215
67551317,97,93,190
72313090,133,91,252
104025446,170,123,293
82354682,436,221,842
78851493,88,82,172
72548602,267,206,490
106361726,178,164,342
69753745,282,170,455
78083010,272,188,509
105228922,271,162,472
67448029,189,195,384
69797545,1245,858,2328
82038862,302,203,517
77732110,280,234,516
190242838,1,1,2
216209134,10,1,11
233129290,6,3,9
226678822,6,2,8
132809178,7,6,13
139734657,3,2,5
248127723,4,4,8
193664006,4,4,8
154285638,5,4,9
133634886,13,11,24
222890146,19,8,27
224409942,10,6,17
137801693,10,3,13
192024938,9,10,19
171260201,9,9,18
165723382,12,8,20
189145102,32,13,45
215470178,10,9,19
194873730,15,16,31
151989246,18,7,27
242768718,26,17,44
232602934,15,10,25
203352174,10,8,18
153391054,19,16,35
230957546,18,17,35
159103090,18,14,32
196789306,26,14,40
132347078,18,17,35
200036118,17,15,32
189812206,20,16,36
208308838,44,12,59
155468902,31,30,61
218505186,56,10,66
152360370,30,26,56
152083274,31,14,45
217157514,37,31,68
234067890,38,24,62
137089205,49,45,94
228469274,39,0,61
142568417,99,60,159
160503078,55,29,101
171150905,31,25,56
143766681,54,30,85
247023294,66,53,121
240318070,65,54,119
176720130,75,67,142
235715854,218,214,432
192758186,492,474,970
166474562,3,4,8
221686218,6,6,12
235355630,110,4,147
162180642,9,4,13
248111286,8,5,13
178732102,2,3,5
148591778,9,8,17
162965434,7,4,11
192916994,5,4,9
159639926,8,5,13
148847750,13,7,20
174741729,5,5,10
133525398,8,6,14
148703462,61,58,119
192363530,6,6,12
188438218,13,10,23
194446522,18,6,24
227369438,10,4,14
129376114,13,8,21
226930438,18,13,31
181160498,4,5,9
149551390,9,7,16
126865602,32,15,50
205093742,23,21,44
173298845,25,21,46
235278194,29,13,42
140502797,58,23,88
211080726,16,16,32
179103462,21,13,34
183539470,27,17,44
151905754,15,13,28
140579873,24,19,43
211948154,65,40,105
183315798,32,22,54
186277458,24,29,53
144327117,34,30,64
215487090,39,31,72
153831458,70,32,114
209618666,32,30,62
226379158,43,35,78
171346173,85,65,151
162366986,81,44,125
182928230,64,41,119
186402222,100,39,141
229462406,58,57,118
196488494,62,56,118
145392902,118,107,227
199236634,75,60,135
148719718,64,54,118
153769882,63,59,122
160798622,62,66,128
165961670,69,66,135
186676062,127,92,219
149151882,92,125,218
230463382,109,81,212
167646738,116,86,202
162292654,101,93,194
147856674,446,416,862
163335486,602,513,1115
207161978,24,17,42
231490298,72,34,107
214573242,31,21,54
223755710,137,128,265
168689750,83,82,165
174950573,29,31,60
156963670,265,251,516
162171842,15,11,26
249514504,26,25,51
249274903,2,1,3
249396467,1,1,2
249227796,5,3,8
248584558,156,4,239
249339567,2,0,4
249971407,8,7,15
250352835,7,2,9
249408457,7,0,9
250120319,1,0,1
249422518,58,26,98
248818242,6,0,6
249557251,8,7,15
247319499,4,5,10
249907919,13,3,23
247504643,6,4,10
248370140,19,13,32
247288718,4,4,8
247508809,13,11,24
247526688,12,10,22
245213126,5,5,10
247230564,49,41,90
247926104,13,9,22
247919097,17,17,34
12223607,34,29,64
27373503,2,2,4
113996,5,2,8
25091407,10,9,20
8610777,2,2,4
28097287,5,4,9
7859393,4,5,9
11744607,10,7,17
9543481,5,3,8
144033,5,4,9
14106659,6,5,11
23790487,10,3,13
12964467,17,17,34
25098727,14,7,24
20375228,5,6,11
26476651,7,6,14
15830375,10,10,20
27547891,4,1,5
18390019,12,11,23
26716571,17,11,28
11263019,34,18,52
7473425,11,9,20
10426195,29,9,40
27073155,18,13,31
7950201,20,16,36
28779891,15,13,28
30650531,19,18,37
28737211,24,20,44
6848394,22,21,43
26563375,17,17,34
23432979,28,18,46
19488507,36,19,56
19492535,38,33,71
3794238,58,49,107
171120245,1,1,2
208802642,28,26,55
189231338,3,0,4
184464886,2,1,3
190040178,1,1,2
170279333,16,15,32
196113570,28,19,50
192119478,2,1,3
154347682,4,4,8
186443762,7,3,10
184780654,8,7,15
195200226,3,3,6
169223222,7,6,13
172701349,4,3,7
199307122,6,6,12
190566670,9,3,16
165566246,6,4,10
212872238,9,6,16
207453426,6,5,12
186011278,11,6,19
196238154,18,12,30
204251486,5,4,9
174205337,9,6,15
190544866,9,4,13
173853769,3,5,8
200120906,7,6,13
170402737,10,10,20
180031026,5,5,10
166721802,9,9,18
196484514,15,9,25
161788406,6,0,6
178542310,6,7,13
191361114,5,5,10
193802546,7,3,10
168553710,7,5,12
191819354,9,8,17
174636633,20,11,34
198976874,9,9,18
170938021,12,27,39
158032666,19,13,32
176020761,12,10,22
186606930,15,12,28
194673594,10,7,20
198777226,15,14,29
182611906,104,80,194
159939670,14,9,24
162313334,8,6,14
199781822,21,9,41
187484642,5,6,11
184456850,24,9,33
197655234,14,8,26
165450718,5,9,16
169379686,15,9,24
178651818,21,19,40
192942970,18,12,31
160212426,13,9,23
176087669,14,7,21
172118081,17,12,29
160326470,17,13,30
197218842,10,10,20
204616374,12,12,24
168801474,11,10,21
189032986,13,15,28
179407562,11,12,23
205353378,12,12,24
208577290,21,14,35
158844434,14,13,27
160092058,15,14,29
180924110,16,12,28
154126666,21,7,28
163972942,28,24,52
203690922,16,19,36
155671690,31,17,54
211671298,15,12,27
191881014,17,12,29
186029890,34,31,66
153841062,37,20,57
210316450,17,19,36
190922058,18,3,21
185058426,35,24,64
207017934,13,17,30
170910525,17,14,33
170782345,16,12,28
158661750,19,17,36
189031394,17,12,29
175687645,23,16,39
208028270,29,26,55
171993637,21,7,28
210542734,11,10,21
176421665,27,20,49
193613922,25,21,46
165501958,23,19,42
178306114,18,18,36
154275154,23,21,44
212927498,32,13,47
188113286,12,8,20
190744122,20,4,24
200380354,16,9,25
182407134,23,21,44
170218549,15,14,29
190015710,27,9,37
175569157,19,19,38
180091270,39,33,73
209603738,22,22,44
200740678,36,20,56
202951590,40,29,71
175708761,34,28,62
188192350,3,2,5
164528818,32,31,63
160627686,108,58,203
175469281,50,34,84
166003134,30,23,53
179851098,51,35,86
176287309,35,36,71
170088389,89,46,170
155827786,42,42,84
162090030,40,39,79
201116474,48,57,106
178563886,26,45,71
201660070,72,47,119
193009214,56,56,115
153861858,68,52,120
174492813,47,35,84
183322142,66,66,132
157377886,96,75,177
171338661,44,69,113
201373774,105,96,204
204272134,134,69,214
154494586,125,102,231
202207602,178,167,351
197758226,3,2,5
197393586,11,12,24
163861322,2,2,4
180008470,1,1,2
170555341,2,1,3
160228054,8,2,10
166543978,1,1,2
170763681,0,1,1
173552073,3,1,6
173926677,3,2,5
165175334,1,2,3
187731658,2,2,4
158914214,5,0,5
195385758,3,2,5
162059454,6,2,8
184128086,2,2,4
192860874,1,9,10
186126686,3,3,6
204777230,11,4,15
171350329,15,5,20
194483242,4,4,8
196727702,4,3,7
203376082,3,1,4
164867506,4,3,7
188444922,11,3,14
164838902,6,7,13
183937434,7,7,14
185644834,4,4,8
178597006,9,3,12
155674074,5,4,9
170597789,5,5,10
172294213,6,7,13
155949926,9,5,14
205375558,13,10,25
166006058,7,3,10
188731714,9,7,16
182877790,6,5,11
157457954,8,7,15
163139746,12,11,23
203738418,11,6,17
168114294,9,8,17
178736794,8,4,12
178240658,16,8,24
157697538,10,10,20
196535102,9,9,18
166353130,12,9,21
196503978,17,10,32
180527258,5,5,10
174727573,17,11,28
157798446,11,11,22
200113190,10,10,20
199545598,0,14,14
190188018,26,20,50
188168926,32,27,61
169035214,16,22,38
160554962,19,18,37
204085042,25,17,42
203729250,20,20,40
172753085,5,2,7
199853846,29,21,50
184474374,20,24,44
187293998,32,27,59
191009726,60,37,97
176917221,50,55,105
190547610,100,89,191
196908146,82,80,162
718489,6,4,10
3199490,6,6,12
3752134,13,10,23
3652374,7,6,13
158757,27,15,42
3886266,5,6,11
39401249,4,2,6
44996821,9,5,15
102526358,1,0,1
50693249,3,4,7
102283086,0,1,1
57616125,3,1,4
81481134,1,1,2
68954533,2,1,3
34434233,3,2,5
83999537,1,2,3
52875613,69,49,119
53057061,36,33,70
48494893,1,0,1
44245409,1,2,3
46739481,2,2,4
105749466,18,13,33
34981525,51,34,86
47614121,2,0,2
108444330,3,2,5
88845489,3,3,6
36727761,2,1,3
43705721,0,1,1
50236669,1,1,2
80951134,11,2,13
58593521,28,27,56
46043849,2,3,5
109467666,2,2,4
57864549,2,2,4
37858505,1,1,2
63092025,2,3,5
104450450,2,2,4
64596117,2,2,4
79288554,24,9,35
109114026,2,2,4
35388813,4,4,8
54759433,3,2,5
72404254,5,3,8
88181105,5,5,10
82390030,4,5,9
64261397,4,4,8
54472205,6,3,10
40624609,42,34,85
62765793,3,2,5
42661069,13,4,17
46871645,8,5,13
89122469,7,5,12
39098018,13,5,18
89369729,19,7,28
42062813,17,6,25
70744329,4,2,6
63456857,4,4,8
91551781,3,3,6
71037281,3,4,7
44792173,6,4,10
41633929,5,3,8
55342001,91,67,162
86023941,6,4,10
47125385,4,4,8
54456409,3,2,5
59832897,5,5,10
45532909,3,3,6
83699281,6,5,11
69187773,8,5,14
86503897,6,4,10
57814609,4,3,8
68050709,7,4,11
56713905,19,14,36
70347317,6,6,12
63739197,4,4,8
33731489,10,6,16
61511361,5,5,10
86822245,9,3,12
47094829,5,4,9
41105669,5,4,9
74000558,7,4,11
106950934,5,6,11
54194413,6,5,11
83189734,5,5,10
58461357,10,9,20
45102041,5,4,9
55696437,4,4,8
70344065,6,6,12
72218866,3,5,8
52701649,50,3,58
64555081,6,4,10
47788097,6,6,12
71738786,6,5,11
66244141,28,20,52
74482650,21,14,35
34546009,11,11,22
76245754,5,6,11
40363289,11,7,18
49448953,6,4,10
42313965,10,6,16
96483549,12,8,20
44030009,5,5,10
71643278,9,6,15
47104037,6,7,13
57299969,11,7,18
40464073,12,9,21
56016721,13,7,20
66256209,7,6,13
66401865,1,5,6
46473209,10,8,18
79084802,8,6,14
68038833,8,8,16
42946961,10,3,13
51264965,10,8,18
50277689,11,11,22
45841649,10,10,20
46028017,7,5,12
55312761,12,3,20
68955725,9,9,18
103189258,9,9,18
51338081,14,9,23
49339893,5,5,10
77772522,8,7,15
89170269,12,9,21
90752765,8,8,16
72925286,10,7,17
48095417,6,6,12
41429209,13,9,22
43899253,13,10,23
35282241,15,12,27
62400273,14,11,25
107249678,11,7,18
52337397,14,4,27
45385897,11,10,21
44168161,13,9,22
62724309,9,8,17
49125493,8,10,18
58016833,10,9,20
78839274,13,16,29
51851113,6,5,11
57617481,6,2,11
95913277,9,8,18
60639889,13,11,24
39504381,21,12,35
93209825,14,14,28
54746381,8,8,16
63036949,9,9,18
36054597,12,9,21
77006694,12,9,21
46193417,10,10,20
109212182,15,10,25
57185333,10,12,22
43749053,13,8,21
41667409,14,12,26
34748817,17,13,30
53844645,10,6,16
58754813,13,10,24
89424389,9,8,17
92668641,11,10,21
51042345,11,4,16
42880169,17,18,35
40035065,12,8,20
45024953,14,10,25
54433969,9,8,17
55281505,183,114,309
83583373,18,14,33
41850693,14,16,30
40569329,14,14,28
65674841,10,8,18
34937653,10,9,19
38811541,16,15,31
62282721,32,21,53
44640769,12,10,22
50895381,14,12,27
59493693,18,10,28
47612333,23,12,35
37507481,10,10,20
44085801,14,5,20
41149221,20,19,39
58627433,14,16,30
108861062,18,12,30
51521921,14,10,24
39487089,13,13,26
65070013,26,21,47
97445237,16,13,29
101286206,26,15,43
62156201,41,17,60
44194773,13,13,26
46529309,25,23,48
55466089,14,12,26
41546569,16,10,26
61712869,19,18,37
49969389,18,16,34
55758833,16,13,29
50276889,16,13,30
52054361,25,18,43
62794445,23,21,44
54165845,16,15,31
59991493,108,91,215
106443374,14,12,26
55244057,25,17,42
46663185,20,11,31
35720205,25,20,45
41513885,14,11,25
47314045,21,20,41
100092406,15,10,25
80388118,16,11,27
68670729,11,11,22
43867557,18,0,18
41238189,16,15,31
53966333,28,14,56
44978305,17,15,32
62404289,445,352,824
51553669,11,4,22
64951853,17,15,32
89456397,27,18,53
52820233,75,50,137
62216125,10,5,17
104962154,25,18,43
57278777,23,23,46
44677449,23,19,42
58296817,29,26,56
56039501,18,17,35
34310813,30,19,49
48835421,26,13,39
72593754,26,4,30
101146834,17,16,33
51167017,23,20,43
53395237,22,22,44
42765101,17,17,34
96530473,15,7,22
52287281,32,23,56
42552093,42,15,63
54694701,18,16,34
48459737,26,16,44
88265289,26,20,46
70729825,26,22,50
61856381,31,20,52
50344925,31,22,53
53761957,17,18,35
40493861,11,11,23
68112721,27,19,48
33727205,27,23,51
108223182,19,22,41
62693589,29,21,50
51507173,18,18,36
43571653,36,25,62
45771637,26,21,47
93166469,31,16,47
45864077,30,24,54
57561749,33,23,57
50510581,29,22,51
61970153,36,21,59
49067965,20,18,38
44483877,69,35,104
50961345,23,23,46
57365801,25,26,51
53505985,33,30,63
52854053,50,25,76
42571237,49,29,78
58688365,24,15,39
70213293,26,25,51
51579177,19,19,39
56165777,48,30,78
66712221,27,25,52
41535001,54,26,80
71175253,36,29,65
45680169,53,36,89
39651169,22,17,39
56506773,25,24,49
36580113,34,24,58
42448949,50,40,94
41069209,24,34,58
38435489,49,52,101
33855001,65,66,132
104655054,32,25,58
63117377,35,31,66
55359889,57,43,100
48189241,25,29,54
47740633,30,30,60
51680669,61,44,106
60917401,56,42,98
56877893,42,33,81
41881985,44,31,76
51142421,54,50,106
60400529,40,30,70
41098345,44,21,65
36041401,58,50,109
39411773,67,38,105
45022157,40,40,80
47266369,45,40,85
55216409,50,39,90
54579565,51,45,96
51527621,74,48,124
88266113,50,23,74
46169477,57,39,108
47086489,64,43,110
44770317,51,46,98
89354629,55,51,106
46143949,48,46,94
56232989,72,55,140
108144402,54,42,96
53727941,62,47,110
43728937,65,60,125
52541437,54,42,96
46646853,50,34,84
34417861,97,59,158
38465313,55,44,99
60348017,75,63,138
51570125,80,21,157
62046901,67,63,130
92780789,100,80,180
49549825,89,77,166
55045777,119,77,227
65787737,77,69,147
51501885,101,82,189
45837637,80,79,159
40967717,77,68,145
48911449,90,87,179
72250254,71,70,141
55666973,166,113,293
40397729,92,45,137
51899985,150,127,284
49232001,37,30,67
54672853,219,125,406
61622913,125,49,174
55885353,217,135,352
55251873,417,403,820
44135581,5,1,6
37536361,1,1,2
25450531,7,6,13
15914799,0,1,1
29242467,2,2,4
29244711,2,0,2
10291399,2,0,2
5576142,2,1,3
39398281,0,1,1
66701365,1,1,2
10854651,1,1,2
41459217,3,3,6
52000753,3,1,4
54240657,2,2,4
58012353,3,5,8
33689341,3,0,6
42304721,7,3,14
26018355,3,3,6
58367241,3,3,6
41303981,2,3,5
39241833,8,5,13
59758057,6,5,12
17554179,5,0,9
22020376,7,5,13
24247683,6,6,12
60315713,4,3,7
58276361,5,3,8
49748489,7,4,11
66873641,8,5,13
15606047,4,3,7
54455997,2,1,3
30957035,7,6,13
23196531,6,5,12
38732377,4,5,9
54737557,15,9,25
33098546,3,3,6
39155834,4,4,8
46807361,8,5,15
38456589,4,3,7
40916065,3,2,5
19047059,4,6,10
62747205,4,5,9
35324757,4,5,9
50745349,19,17,36
44700429,5,4,9
45262873,12,4,24
41459981,5,6,11
6225902,5,3,8
55861205,5,5,10
11117903,9,8,17
47499957,4,4,8
33016990,5,4,9
1531645,9,8,17
23101139,5,4,9
15979851,7,3,10
18135019,5,6,11
56924965,5,4,9
64354317,8,3,11
3060830,7,6,13
46773053,5,4,9
25104799,5,4,9
57223173,7,7,14
28521247,4,6,10
5802814,6,6,12
57124597,5,4,9
45058509,7,7,14
46811149,6,6,12
42944789,9,5,14
49513725,3,3,6
34884737,8,6,14
8476569,9,6,18
40541193,7,4,11
31505735,5,5,10
40592937,7,6,13
41353705,7,8,15
58896017,11,14,25
38009457,11,7,18
38250397,7,8,15
61854285,8,7,15
54341493,9,8,17
41952013,17,9,27
40224793,11,5,18
24973771,12,4,23
18841327,6,5,11
22460119,8,7,15
44341513,10,6,16
42938465,6,7,13
9856903,8,10,18
25979779,15,13,28
25337459,9,9,18
3515802,11,10,21
23960043,12,10,22
15645855,10,8,18
47334861,6,6,12
26595447,10,5,15
17800355,10,9,19
43206525,16,8,24
19248355,25,8,40
20006619,15,12,27
15853567,11,11,22
22806915,13,8,21
29280715,12,8,20
23054075,18,5,29
32769958,11,9,20
19617947,14,8,22
6959169,5,5,10
25460095,7,5,12
16597951,12,11,23
9237977,12,9,21
29851927,11,9,20
20376996,12,11,23
43768393,9,8,18
50415897,7,8,15
26604595,16,12,28
18370399,15,14,30
8460253,16,8,24
27189907,10,10,20
24563543,22,15,37
27921455,10,10,20
26600359,8,9,17
22474887,21,15,36
63055833,17,10,31
66668377,28,17,45
48538869,12,10,22
49051533,12,10,22
54124829,15,16,31
41090197,13,7,20
41042133,17,11,28
11855171,17,15,32
40745897,18,10,29
16985971,54,38,104
40787873,16,16,33
63167417,15,11,27
12992831,16,9,25
59778969,18,18,36
59748993,21,11,32
57172241,17,17,34
9669041,15,11,26
9209701,14,13,27
4804402,12,16,28
29696227,12,12,24
6324846,14,14,28
51608657,12,10,22
20959531,13,12,25
64149605,17,12,29
40001569,9,6,15
8070665,22,13,35
13373803,21,16,37
325609,31,15,46
51723749,16,13,29
53876709,17,7,24
13332951,19,15,34
10850107,22,15,37
27273411,16,16,32
8513629,30,15,47
22106331,15,15,31
50637453,18,18,36
58721073,32,15,47
7106513,21,13,34
7643657,23,22,46
24281795,17,8,25
15513907,24,16,40
2957134,24,5,47
28973531,19,15,34
20491087,28,17,46
14894699,24,22,46
49573661,22,19,41
15598195,19,15,35
35697737,21,9,31
30977219,15,7,22
29906271,24,13,39
32416982,20,16,36
62530801,18,18,36
41444045,23,10,33
48651137,25,17,42
33004010,23,2,46
30069327,37,23,61
60168241,36,24,60
43947785,16,11,29
8047697,23,15,38
23148635,25,25,50
23272195,29,13,42
26057863,30,29,59
12267239,32,25,57
37244309,44,30,76
26913159,23,23,46
25588144,36,25,61
30893151,29,12,41
26432491,30,18,48
16470687,45,29,78
32973626,35,29,66
21749904,51,32,102
11345599,20,20,40
51400273,33,25,58
11159751,28,33,61
31829771,44,36,80
5282086,47,20,67
29964719,50,39,92
6186814,47,53,100
21447475,40,36,76
13645935,103,45,156
31174351,60,47,107
51563713,42,41,83
44666317,80,39,124
66913061,49,49,98
29958107,49,46,95
13849119,34,32,66
29331483,57,47,105
25671256,20,30,50
28903303,68,55,125
33030378,65,60,125
36909293,63,61,124
59840977,55,47,104
10158547,57,53,110
39642345,71,45,117
32014443,93,85,178
30673603,129,95,224
54726833,94,77,171
23948915,72,76,148
57931513,98,96,194
20377964,155,133,288
52611865,149,119,276
22253095,220,177,399
18225827,181,174,355
234467990,1,0,1
236260474,0,1,1
217124678,10,4,14
249270948,4,3,7
222848330,1,2,3
248906133,11,5,20
223160082,2,2,4
249342118,9,4,15
229886554,6,4,10
214459706,5,4,9
247367776,4,4,8
235963974,7,2,11
222778206,4,4,8
213412146,4,3,7
248960624,6,6,12
231449698,10,6,17
249109373,4,4,8
247306529,6,4,10
215433846,7,1,8
227781610,6,2,8
220997530,4,2,6
242148722,20,11,31
214189886,12,10,22
239182818,4,8,12
218647798,4,5,9
238814682,18,15,33
220933826,9,8,17
233733558,11,7,19
236130518,12,8,23
222248194,18,15,33
211518242,17,7,28
217539330,16,23,39
214748762,6,6,12
241439546,14,9,23
241159994,17,16,33
235318282,10,6,16
228244570,15,11,26
228912682,20,17,37
222620414,17,13,34
231216058,17,16,34
227759302,21,12,33
230527434,13,8,21
216017174,14,11,25
230929366,15,14,29
214650806,18,19,37
231133962,28,20,48
219995798,22,20,42
217510438,39,34,73
225325290,20,23,43
240306630,24,18,43
222792626,45,34,81
249250386,18,16,34
233486166,28,29,57
237436598,24,16,40
214393022,65,42,107
231147450,36,27,63
247662500,15,7,22
222486202,31,23,59
232981058,85,81,166
244825614,248,151,439
25105287,1,1,2
2535758,2,2,4
15006879,5,1,6
21791160,0,1,1
22869311,0,1,1
12111851,8,4,12
23237867,6,3,9
2869334,4,3,8
33488957,3,2,5
5470894,3,3,6
8077981,5,5,10
30489663,2,2,5
16768427,2,2,4
30469955,4,4,8
29957791,6,7,13
14792315,4,3,8
12162207,5,3,8
25084847,8,5,13
7126789,6,4,10
6165794,5,5,10
7052417,3,2,5
6513738,6,4,10
6967829,8,5,13
20885155,1,3,4
3813118,9,6,15
16981927,7,4,11
21683151,4,6,10
444753,5,5,10
30653523,5,5,10
13980787,9,5,14
6011762,7,6,13
32168750,6,7,13
7343285,5,5,10
5046118,17,5,35
27734875,13,6,19
10275835,8,3,11
10641727,8,8,16
26222391,6,5,11
8149589,9,8,17
16798463,8,7,15
24149219,8,4,12
17879147,15,7,22
717297,7,5,12
22202007,13,8,21
23666523,5,5,10
6237502,11,7,18
33358473,8,8,16
24098731,10,6,16
12716899,14,9,23
1845213,14,8,22
2732798,0,10,10
17295867,10,10,20
18075651,12,10,23
23396031,22,15,37
18559779,20,14,42
26618851,4,6,10
5168742,17,12,29
22196427,19,16,35
31126907,29,13,42
13183683,33,16,49
27900519,28,21,49
23624207,20,17,37
11809747,31,19,51
9513373,22,18,40
7013037,36,26,62
26103739,36,27,65
